117,EPL2324,12,12/11/2023,American Express Stadium,John Brooks
118,EPL2324,12,12/11/2023,Anfield,Paul Tierney
119,EPL2324,12,12/11/2023,London Stadium,Michael Salisbury
120,EPL2324,12,12/11/2023,Stamford Bridge,Anthony Taylor
121,EPL2324,13,25/11/2023,Etihad Stadium,Chris Kavanagh
122,EPL2324,13,25/11/2023,Turf Moor,Samuel Barrott
123,EPL2324,13,25/11/2023,Kenilworth Road,Jarred Gillett
124,EPL2324,13,26/11/2023,St. James' Park,Simon Hooper
125,EPL2324,13,25/11/2023,The City Ground,Anthony Taylor
126,LALIGA2324,1,11/08/2023,Power Horse Stadium,Carlos Velasco Carballo
127,LALIGA2324,1,11/08/2023,Ramon Sonchez-Pizjuon,Alberto Undiano Mallenco
128,LALIGA2324,1,12/08/2023,Reale Arena ,Antonio Mateu Lahoz
129,LALIGA2324,1,12/08/2023,Estadio de Gran Canaria,David Fernondez Borbalon
130,LALIGA2324,1,12/08/2023,San Mamos ,Jesos Gil Manzano
131,LALIGA2324,1,13/08/2023,Abanca Balaodos,Ignacio Iglesias Villanueva
132,LALIGA2324,1,13/08/2023,La Ceromica,Alejandro Joso Hernondez Hernondez
133,LALIGA2324,1,13/08/2023,Coliseum,Joso Maroa Sonchez Martonez
134,LALIGA2324,1,14/08/2023,Nuevo Mirandilla,Ricardo de Burgos Bengoetxea
135,LALIGA2324,1,14/08/2023,Civitas Metropolitano ,Javier Alberola Rojas
136,LALIGA2324,2,18/08/2023,Estadi Mallorca Son Moix,Juan Martonez Munuera
137,LALIGA2324,2,18/08/2023,Mestalla,Alfonso Javier olvarez Izquierdo
138,LALIGA2324,2,19/08/2023,Reale Arena,Joso Luis Munuera Montero
139,LALIGA2324,2,19/08/2023,Power Horse Stadium,Mario Melero Lopez
140,LALIGA2324,2,19/08/2023,El Sadar,Alfonso Vicente Matou Lahoz
141,LALIGA2324,2,20/08/2023,Municipal de Montilivi,Teodoro Sobrino Magon
142,LALIGA2324,2,20/08/2023,Estadi Olompic Lluos Companys,Daniel Jesos Trujillo Suorez
143,LALIGA2324,2,20/08/2023,Benito Villamaron,ongel Villanueva Montoya
144,LALIGA2324,2,21/08/2023,Mendizorroza,Alberto Undiano Mallenco
145,LALIGA2324,2,21/08/2023,Nuevo Los Cormenes,Antonio Mateu Lahoz
146,LALIGA2324,3,25/08/2023,Estadio Gran Canaria,David Fernondez Borbalon
147,LALIGA2324,3,25/08/2023,Balaodos,Jesos Gil Manzano
148,LALIGA2324,3,26/08/2023,Nuevo Mirandilla,Ignacio Iglesias Villanueva
149,LALIGA2324,3,26/08/2023,Nuevo Los Cormenes,Alejandro Joso Hernondez Hernondez
150,LALIGA2324,3,26/08/2023,Ramon Sonchez-Pizjuon,Joso Maroa Sonchez Martonez
151,LALIGA2324,3,27/08/2023,Estadio de la Ceromica,Ricardo de Burgos Bengoetxea
152,LALIGA2324,3,27/08/2023,Mestalla,Javier Alberola Rojas
153,LALIGA2324,3,27/08/2023,San Mamos,Santiago Jaime Latre
154,LALIGA2324,3,28/08/2023,Estadio Coliseum,Guillermo Cuadra Fernondez
155,LALIGA2324,3,28/08/2023,Estadio de Vallecas,Juan Martonez Munuera
156,LALIGA2324,4,01/09/2023,Nuevo Mirandilla,Alfonso Javier olvarez Izquierdo
157,LALIGA2324,4,01/09/2023,Power Horse Stadium,Joso Luis Munuera Montero
158,LALIGA2324,4,02/09/2023,Reale Arena,Mario Melero Lopez
159,LALIGA2324,4,02/09/2023,Santiago Bernabou,Alfonso Vicente Matou Lahoz
160,LALIGA2324,4,02/09/2023,Mendizorroza,Teodoro Sobrino Magon
161,LALIGA2324,4,02/09/2023,Benito Villamaron,Daniel Jesos Trujillo Suorez
162,LALIGA2324,4,03/09/2023,Municipal de Montilivi,ongel Villanueva Montoya
163,LALIGA2324,4,03/09/2023,Estadi Mallorca Son Moix,Antonio Mateu Lahoz
164,LALIGA2324,4,03/09/2023,El Sadar,David Fernondez Borbalon
165,LALIGA2324,4,03/09/2023,Civitas Metropolitano ,Jesos Gil Manzano
166,LALIGA2324,5,15/09/2023,Estadio de Vallecas,Ignacio Iglesias Villanueva
167,LALIGA2324,5,15/09/2023,San Mamos,Alejandro Joso Hernondez Hernondez
168,LALIGA2324,5,15/09/2023,Mestalla,Joso Maroa Sonchez Martonez
169,LALIGA2324,5,15/09/2023,Balaodos,Ricardo de Burgos Bengoetxea
170,LALIGA2324,5,15/09/2023,Estadi Olompic Lluos Companys,Javier Alberola Rojas
171,LALIGA2324,5,16/09/2023,Estadio Coliseum,Santiago Jaime Latre
172,LALIGA2324,5,16/09/2023,Estadio de la Ceromica,Guillermo Cuadra Fernondez
173,LALIGA2324,5,16/09/2023,Ramon Sonchez-Pizjuon,Juan Martonez Munuera
174,LALIGA2324,5,16/09/2023,Santiago Bernabou,Alfonso Javier olvarez Izquierdo
175,LALIGA2324,5,17/09/2023,Nuevo Los Cormenes,Joso Luis Munuera Montero
176,LALIGA2324,6,23/09/2023,Mendizorroza,Alejandro Muoiz Ruiz
177,LALIGA2324,6,23/09/2023,Municipal de Montilivi,Pablo Gonzolez Fuertes
178,LALIGA2324,6,23/09/2023,El Sadar,Javier Iglesias Villanueva
179,LALIGA2324,6,23/09/2023,Estadi Olompic Lluos Companys,Mario Melero Lopez
180,LALIGA2324,6,23/09/2023,Power Horse Stadium,Mateo Busquets Ferrer
181,LALIGA2324,6,24/09/2023,Reale Arena,Juan Luis Pulido Santana
182,LALIGA2324,6,24/09/2023,Estadio de Vallecas,Jorge Figueroa Vozquez
183,LALIGA2324,6,24/09/2023,Estadio Gran Canaria,De Burgos Bengoetxea
184,LALIGA2324,6,24/09/2023,Benito Villamaron,Miguel ongel Ortiz Arias
185,LALIGA2324,6,24/09/2023,Covitas Metropolitano,Javier Alberola Rojas 
186,LALIGA2324,7,26/09/2023,Ramon Sonchez-Pizjuon,Guillermo Cuadra Fernondez
187,LALIGA2324,7,27/09/2023,Estadi Mallorca Son Moix,Alejandro Ruiz Aguilera
188,LALIGA2324,7,27/09/2023,San Mamos,Joso Maroa Sonchez Martonez
189,LALIGA2324,7,27/09/2023,Santiago Bernabou,Isidro Doaz de Mera Escuderos
190,LALIGA2324,7,27/09/2023,Estadio de la Ceromica,Joso Luis Munuera Montero
191,LALIGA2324,7,27/09/2023,Nuevo Mirandilla,Alejandro Hernondez Hernondez
192,LALIGA2324,7,27/09/2023,Mestalla,Francisco Joso Hernondez Maeso
193,LALIGA2324,7,28/09/2023,Balaodos,Voctor Garcoa Verdura
194,LALIGA2324,7,28/09/2023,Nuevo Los Cormenes,Cosar Soto Grado
195,LALIGA2324,7,28/09/2023,El Sadar,Juan Martonez Munuera
196,LALIGA2324,8,29/09/2023,Estadi Olompic Lluos Companys,Miguel ongel Ortiz Arias
197,LALIGA2324,8,29/09/2023,Estadio Coliseum,Mateo Busquets Ferrer
198,LALIGA2324,8,30/09/2023,Estadio de Vallecas,Mario Melero Lopez
199,LALIGA2324,8,30/09/2023,Municipal de Montilivi,Juan Luis Pulido Santana
200,LALIGA2324,8,01/10/2023,Reale Arena,Jesos Gil Manzano
201,LALIGA2324,8,01/10/2023,Power Horse Stadium,Pablo Gonzolez Fuertes
202,LALIGA2324,8,01/10/2023,Mendizorroza,Jorge Figueroa Vozquez
203,LALIGA2324,8,01/10/2023,Covitas Metropolitano,De Burgos Bengoetxea
204,LALIGA2324,8,02/10/2023,Benito Villamaron,Javier Iglesias Villanueva
205,LALIGA2324,8,02/10/2023,Estadio Gran Canaria,Javier Alberola Rojas
206,LALIGA2324,9,06/10/2023,San Mamos,Voctor Garcoa Verdura
207,LALIGA2324,9,07/10/2023,Nuevo Mirandilla,Juan Martonez Munuera
208,LALIGA2324,9,07/10/2023,Santiago Bernabou,Guillermo Cuadra Fernondez
209,LALIGA2324,9,07/10/2023,Estadi Mallorca Son Moix,Francisco Joso Hernondez Maeso
210,LALIGA2324,9,07/10/2023,Ramon Sonchez-Pizjuon,Isidro Doaz de Mera Escuderos
211,LALIGA2324,9,08/10/2023,Estadio de la Ceromica,Alejandro Muoiz Ruiz
212,LALIGA2324,9,08/10/2023,Covitas Metropolitano,Joso Luis Munuera Montero
213,LALIGA2324,9,08/10/2023,Mendizorroza,Alejandro Hernondez Hernondez
214,LALIGA2324,9,08/10/2023,Balaodos,Joso Maroa Sonchez Martonez
215,LALIGA2324,9,08/10/2023,Nuevo Los Cormenes,Cosar Soto Grado
216,LALIGA2324,10,20/10/2023,El Sadar,Mateo Busquets Ferrer
217,LALIGA2324,10,21/10/2023,Reale Arena,Jorge Figueroa Vozquez
218,LALIGA2324,10,21/10/2023,Estadio Coliseum,Cosar Soto Grado
219,LALIGA2324,10,21/10/2023,Ramon Sonchez-Pizjuon,De Burgos Bengoetxea
220,LALIGA2324,10,21/10/2023,Balaodos,Guillermo Cuadra Fernondez
221,LALIGA2324,10,22/10/2023,Estadio Gran Canaria,Javier Iglesias Villanueva
222,LALIGA2324,10,22/10/2023,Municipal de Montilivi,Miguel ongel Ortiz Arias
223,LALIGA2324,10,22/10/2023,Estadio de la Ceromica,Jesos Gil Manzano
224,LALIGA2324,10,22/10/2023,Estadi Olompic Lluos Companys,Juan Martonez Munuera
225,LALIGA2324,10,23/10/2023,Mestalla,Pablo Gonzolez Fuertes
226,BUNDES2324,1,18/08/2023,,Felix Zwayer
227,BUNDES2324,1,19/08/2023,,Sven Jablonski
228,BUNDES2324,1,19/08/2023,,Dr. Felix Brych
229,BUNDES2324,1,19/08/2023,,Daniel Siebert
230,BUNDES2324,1,19/08/2023,,Daniel Schlager
231,BUNDES2324,1,19/08/2023,,Florian Badstobner
232,BUNDES2324,1,19/08/2023,,Deniz Aytekin
233,BUNDES2324,1,20/08/2023,,Tobias Stieler
234,BUNDES2324,1,20/08/2023,,Harm Osmers
235,BUNDES2324,2,25/08/2023,,Frank Willenborg
236,BUNDES2324,2,25/08/2023,,Robert Hartmann
237,BUNDES2324,2,26/08/2023,,Patrick Ittrich
238,BUNDES2324,2,26/08/2023,,Dr. Matthias Jollenbeck
239,BUNDES2324,2,26/08/2023,,Benjamin Brand
240,BUNDES2324,2,26/08/2023,,Robert Schroder
241,BUNDES2324,2,26/08/2023,,Christian Dingert
242,BUNDES2324,2,27/08/2023,,Bastian Dankert
243,BUNDES2324,2,27/08/2023,,Daniel Siebert
244,BUNDES2324,3,01/09/2023,,Tobias Reichel
245,BUNDES2324,3,02/09/2023,,Felix Zwayer
246,BUNDES2324,3,02/09/2023,,Sven Jablonski
247,BUNDES2324,3,02/09/2023,,Robert Schroder
248,BUNDES2324,3,02/09/2023,,Martin Petersen
249,BUNDES2324,3,02/09/2023,,Dr. Felix Brych
250,BUNDES2324,3,02/09/2023,,Deniz Aytekin
251,BUNDES2324,3,03/09/2023,,Florian Badstobner
252,BUNDES2324,3,03/09/2023,,Daniel Schlager
253,BUNDES2324,4,15/09/2023,,Daniel Schlager
254,BUNDES2324,4,16/09/2023,,Harm Osmers
255,BUNDES2324,4,16/09/2023,,Sascha Stegemann
256,BUNDES2324,4,16/09/2023,,Daniel Siebert
257,BUNDES2324,4,16/09/2023,,Tobias Stieler
258,BUNDES2324,4,16/09/2023,,Dr. Felix Brych
259,BUNDES2324,4,16/09/2023,,Benjamin Brand
260,BUNDES2324,4,17/09/2023,,Patrick Ittrich
261,BUNDES2324,4,17/09/2023,,Timo Gerach
262,BUNDES2324,5,23/09/2023,,Dr. Matthias Jollenbeck
263,BUNDES2324,5,23/09/2023,,Marco Fritz
264,BUNDES2324,5,23/09/2023,,Robert Hartmann
265,BUNDES2324,5,23/09/2023,,Sven Jablonski
266,BUNDES2324,5,23/09/2023,,Robert Schroder
267,BUNDES2324,5,23/09/2023,,Deniz Aytekin
268,BUNDES2324,5,23/09/2023,,Bastian Dankert
269,BUNDES2324,5,24/09/2023,,Christian Dingert
270,BUNDES2324,5,24/09/2023,,Felix Zwaye
271,BUNDES2324,6,30/09/2023,,Florian Badstobner
272,BUNDES2324,6,30/09/2023,,Sascha Stegemann
273,BUNDES2324,6,30/09/2023,,Tobias Stieler
274,BUNDES2324,6,30/09/2023,,Frank Willenborg
275,BUNDES2324,6,30/09/2023,,Dr. Felix Brych
276,BUNDES2324,6,30/09/2023,,Benjamin Brand
277,BUNDES2324,6,30/09/2023,,Marco Fritz
278,BUNDES2324,6,01/10/2023,,Martin Petersen
279,BUNDES2324,6,01/10/2023,,Harm Osmers
280,BUNDES2324,7,06/10/2023,,Sven Jablonski
281,BUNDES2324,7,07/10/2023,,Deniz Aytekin
282,BUNDES2324,7,07/10/2023,,Daniel Siebert
283,BUNDES2324,7,07/10/2023,,Patrick Ittrich
284,BUNDES2324,7,07/10/2023,,Timo Gerach
285,BUNDES2324,7,07/10/2023,,Christian Dingert
286,BUNDES2324,7,08/10/2023,,Felix Zwayer
287,BUNDES2324,7,08/10/2023,,Robert Schroder
288,BUNDES2324,7,08/10/2023,,Daniel Schlager
289,BUNDES2324,8,20/10/2023,,Dr. Felix Brych
290,BUNDES2324,8,20/10/2023,,Harm Osmers
291,BUNDES2324,8,21/10/2023,,Bastian Dankert
292,BUNDES2324,8,21/10/2023,,Tobias Reichel
293,BUNDES2324,8,21/10/2023,,Dr. Matthias Jollenbeck
294,BUNDES2324,8,21/10/2023,,Marco Fritz
295,BUNDES2324,8,21/10/2023,,Sascha Stegemann
296,BUNDES2324,8,22/10/2023,,Deniz Aytekin
297,BUNDES2324,8,22/10/2023,,Tobias Stieler
298,BUNDES2324,9,27/10/2023,,Patrick Ittrich
299,BUNDES2324,9,28/10/2023,,Daniel Schlager
300,BUNDES2324,9,28/10/2023,,Martin Petersen
301,BUNDES2324,9,28/10/2023,,Robert Hartmann
302,BUNDES2324,9,28/10/2023,,Felix Zwayer
303,BUNDES2324,9,28/10/2023,,Tobias Stieler
304,BUNDES2324,9,28/10/2023,,Benjamin Brand
305,BUNDES2324,9,29/10/2023,,Robert Schroder
306,BUNDES2324,9,29/10/2023,,Daniel Siebert
307,BUNDES2324,10,03/11/2023,,Marco Fritz
308,BUNDES2324,10,04/11/2023,,Bastian Dankert
309,BUNDES2324,10,04/11/2023,,Sven Jablonski
310,BUNDES2324,10,04/11/2023,,Christian Dingert
311,BUNDES2324,10,04/11/2023,,Dr. Felix Brych
312,BUNDES2324,10,04/11/2023,,Frank Willenborg
313,BUNDES2324,10,04/11/2023,,Deniz Aytekin
314,BUNDES2324,10,05/11/2023,,Tobias Reichel
315,BUNDES2324,10,05/11/2023,,Florian Badstobner
316,LALIGA2324,11,27/10/2023,Girona FC Stadium,
317,LALIGA2324,11,28/10/2023,UD Almeroa Stadium,
318,LALIGA2324,11,28/10/2023,Barcelona Stadium,
319,LALIGA2324,11,28/10/2023,RCD Mallorca Stadium,
320,LALIGA2324,11,28/10/2023,Codiz CF Stadium,
321,LALIGA2324,11,29/10/2023,Real Betis Balompio Stadium,
322,LALIGA2324,11,29/10/2023,Rayo Vallecano Stadium,
323,LALIGA2324,11,29/10/2023,Athletic Bilbao Stadium,
324,LALIGA2324,11,29/10/2023,Atlotico de Madrid Stadium,
325,LALIGA2324,11,30/10/2023,Granada CF Stadium,
326,LALIGA2324,12,03/11/2023,UD Las Palmas Stadium,
327,LALIGA2324,12,03/11/2023,CA Osasuna Stadium,
328,LALIGA2324,12,04/11/2023,Real Betis Balompio Stadium,
329,LALIGA2324,12,04/11/2023,Celta de Vigo Stadium,
330,LALIGA2324,12,04/11/2023,Real Sociedad Stadium,
331,LALIGA2324,12,05/11/2023,Deportivo Alavos Stadium,
332,LALIGA2324,12,05/11/2023,Valencia CF Stadium,
333,LALIGA2324,12,05/11/2023,Villarreal CF Stadium,
334,LALIGA2324,12,05/11/2023,Real Madrid Stadium,
335,LALIGA2324,12,06/11/2023,Getafe CF Stadium,
336,LALIGA2324,13,10/11/2023,Athletic Bilbao Stadium,
337,LALIGA2324,13,11/11/2023,Rayo Vallecano Stadium,
338,LALIGA2324,13,11/11/2023,UD Almeroa Stadium,
339,LALIGA2324,13,11/11/2023,CA Osasuna Stadium,
340,LALIGA2324,13,11/11/2023,Granada CF Stadium,
341,LALIGA2324,13,11/11/2023,Real Madrid Stadium,
342,LALIGA2324,13,12/11/2023,Barcelona Stadium,
343,LALIGA2324,13,12/11/2023,Sevilla FC Stadium,
344,LALIGA2324,13,12/11/2023,Atlotico de Madrid Stadium,
345,LALIGA2324,13,12/11/2023,RCD Mallorca Stadium,
346,LIGUE12324,1,12/08/2023,Allianz Riviera,
347,LIGUE12324,1,12/08/2023,Orange Volodrome,
348,LIGUE12324,1,13/08/2023,Parc des Princes,
349,LIGUE12324,1,13/08/2023,Stade Francis-le Blo,
350,LIGUE12324,1,13/08/2023,Stade Gabriel-Montpied,
351,LIGUE12324,1,13/08/2023,Stade de la Mosson-Mondial 98,
352,LIGUE12324,1,13/08/2023,La Beaujoire-Louis-Fonteneau,
353,LIGUE12324,1,13/08/2023,Roazhon Park,
354,LIGUE12324,1,14/08/2023,Stade de la Meinau,
355,LIGUE12324,2,19/08/2023,Stade Saint-Symphorien,
356,LIGUE12324,2,20/08/2023,Groupama Stadium,
357,LIGUE12324,2,20/08/2023,Stadium Municipal,
358,LIGUE12324,2,20/08/2023,Decathlon Arena - Stade Pierre-Mauroy,
359,LIGUE12324,2,20/08/2023,Stade Ocoane,
360,LIGUE12324,2,20/08/2023,Stade du Moustoir - Yves Allainmat,
361,LIGUE12324,2,20/08/2023,Stade Auguste-Delaune II,
362,LIGUE12324,2,21/08/2023,Stade Louis-II,
363,LIGUE12324,2,21/08/2023,Stade Folix Bollaert-Delolis,
364,LIGUE12324,3,26/08/2023,La Beaujoire-Louis-Fonteneau,
365,LIGUE12324,3,27/08/2023,Orange Volodrome,
366,LIGUE12324,3,27/08/2023,Parc des Princes,
367,LIGUE12324,3,27/08/2023,Roazhon Park,
368,LIGUE12324,3,27/08/2023,Stade Gabriel-Montpied,
369,LIGUE12324,3,27/08/2023,Stade de la Mosson-Mondial 98,
370,LIGUE12324,3,27/08/2023,Stade de la Meinau,
371,LIGUE12324,3,27/08/2023,Stade du Moustoir - Yves Allainmat,
372,LIGUE12324,3,28/08/2023,Allianz Riviera,
373,LIGUE12324,4,02/09/2023,La Beaujoire-Louis-Fonteneau,
374,LIGUE12324,4,02/09/2023,Stade Francis-le Blo,
375,LIGUE12324,4,03/09/2023,Stade Louis-II,
376,LIGUE12324,4,03/09/2023,Stadium Municipal,
377,LIGUE12324,4,03/09/2023,Stade Ocoane,
378,LIGUE12324,4,03/09/2023,Decathlon Arena - Stade Pierre-Mauroy,
379,LIGUE12324,4,03/09/2023,Stade Saint-Symphorien,
380,LIGUE12324,4,03/09/2023,Allianz Riviera,
381,LIGUE12324,4,04/09/2023,Groupama Stadium,
382,LIGUE12324,5,16/09/2023,Parc des Princes,
383,LIGUE12324,5,16/09/2023,Roazhon Park,
384,LIGUE12324,5,17/09/2023,Stade Folix Bollaert-Delolis,
385,LIGUE12324,5,17/09/2023,Stade du Moustoir - Yves Allainmat,
386,LIGUE12324,5,17/09/2023,Stade Gabriel-Montpied,
387,LIGUE12324,5,17/09/2023,Stade Auguste-Delaune II,
388,LIGUE12324,5,17/09/2023,Stade de la Meinau,
389,LIGUE12324,5,17/09/2023,Orange Volodrome,
390,LIGUE12324,5,18/09/2023,Groupama Stadium,
391,LIGUE12324,6,23/09/2023,Stade Louis-II,
392,LIGUE12324,6,23/09/2023,La Beaujoire-Louis-Fonteneau,
393,LIGUE12324,6,24/09/2023,Stade Francis-le Blo,
394,LIGUE12324,6,24/09/2023,Stade Saint-Symphorien,
395,LIGUE12324,6,24/09/2023,Stade Ocoane,
396,LIGUE12324,6,24/09/2023,Stade Folix Bollaert-Delolis,
397,LIGUE12324,6,24/09/2023,Stade de la Mosson-Mondial 98,
398,LIGUE12324,6,25/09/2023,Parc des Princes,
399,LIGUE12324,7,30/09/2023,Stade de la Meinau,
400,LIGUE12324,7,30/09/2023,Stade Gabriel-Montpied,
401,LIGUE12324,7,01/10/2023,Stade Louis-II,
402,LIGUE12324,7,01/10/2023,Stade Auguste-Delaune II,
