63,aut003,cmr001,22
63,chi001,por011,61
63,ita008,ger024,70
64,esp000,swe003,41
64,fra000,arg012,76
64,bra000,eng041,34
64,jap000,can002,73
65,ukr000,ukr003,62
65,eng000,ukr004,72
65,ita000,swe004,48
65,gha000,uru007,52
66,ger000,ned011,1
66,nor000,mne001,44
66,bel000,mne002,65
66,bra001,gha001,78
67,eng001,svk002,58
67,bra002,hun002,10
67,eng002,mar002,19
67,srb000,hun003,25
68,bra003,col003,12
68,eng003,esp018,67
68,esp001,can003,9
68,eng004,ned012,3
69,eng005,aut003,61
69,arg000,chi001,10
69,ecu000,ita008,15
69,eng006,esp000,59
70,eng007,fra000,55
70,eng008,bra000,44
70,ukr001,jap000,31
70,sen000,ukr000,58
71,bra004,eng000,89
71,ned000,ita000,35
71,eng009,gha000,19
71,sco000,ger000,72
72,kor000,nor000,26
72,arg001,bel000,50
72,col000,bra001,46
72,por000,eng001,20
73,egy000,bra002,9
73,ned001,eng002,31
73,hun000,srb000,33
73,eng010,bra003,10
74,eng011,eng003,58
74,uru000,esp001,73
74,bra005,eng004,74
74,por001,eng005,14
75,eng012,arg000,19
75,sui000,ecu000,64
75,eng013,eng006,8
75,ned002,eng007,16
76,cro000,eng008,29
76,esp002,ukr001,27
76,por002,sen000,25
76,bel001,bra004,88
77,eng014,ned000,28
77,eng015,eng009,68
77,bel002,sco000,87
77,arg002,kor000,74
78,nor001,arg001,78
78,cmr000,col000,52
78,eng016,por000,34
78,fra001,egy000,12
79,eng017,ned001,5
79,arg003,hun000,86
79,bra006,eng010,66
79,eng018,eng011,11
80,por003,uru000,35
80,arg004,bra005,82
80,eng019,por001,79
80,den000,eng012,66
81,eng020,sui000,3
81,eng021,eng013,77
81,ita001,ned002,13
81,arg005,cro000,68
82,bra007,esp002,80
82,swe000,por002,51
82,eng022,bel001,82
82,bra008,eng014,33
83,jap001,eng015,43
83,ger001,bel002,71
83,arg006,arg002,89
83,uru001,nor001,4
84,wal000,cmr000,80
84,ukr002,eng016,67
84,ger002,fra001,7
84,fra002,eng017,47
85,esp003,arg003,2
85,fra003,bra006,67
85,fra004,eng018,62
85,uru002,por003,39
86,ger003,arg004,69
86,eng023,eng019,51
86,cro001,den000,44
86,bra009,eng020,32
87,bra010,eng021,60
87,bra011,ita001,50
87,aut000,arg005,19
87,ger004,bra007,88
88,esp004,swe000,69
88,uru003,eng022,58
88,fra005,bra008,69
88,por004,jap001,59
89,ger005,ger001,8
89,esp005,arg006,26
89,esp006,uru001,68
89,por005,wal000,2
90,ned003,ukr002,9
90,bra012,ger002,80
90,esp007,fra002,9
90,pol000,esp003,12
91,slo000,fra003,21
91,esp008,fra004,41
91,uru004,uru002,47
91,uru005,ger003,83
92,mne000,eng023,4
92,arg007,cro001,58
92,esp009,bra009,17
92,esp010,bra010,84
93,esp011,bra011,49
93,fra006,aut000,57
93,esp012,ger004,9
93,ned004,esp004,28
94,arg008,uru003,56
94,ger006,fra005,84
94,fra007,por004,62
94,kor001,ger005,34
95,ned005,esp005,32
95,eng024,esp006,63
95,can000,por005,68
95,ger007,ned003,49
96,ger008,bra012,32
96,aut001,esp007,38
96,ger009,pol000,17
96,ger010,slo000,55
97,ger011,esp008,55
97,ger012,uru004,31
97,fra008,uru005,9
97,eng025,mne000,89
98,sui001,arg007,47
98,ger013,esp009,89
98,ger014,esp010,6
98,ned006,esp011,57
99,ger015,fra006,7
99,aut002,esp012,84
99,eng026,ned004,24
99,ger016,arg008,48
100,ger017,ger006,77
100,ger018,fra007,86
100,ger019,kor001,60
100,ger020,ned005,22
101,ger021,eng024,67
101,bur000,can000,20
101,ecu001,ger007,8
101,sui002,ger008,28
102,esp013,aut001,42
102,ned007,ger009,47
102,ger022,ger010,50
102,cro002,ger011,11
103,ger023,ger012,16
103,mar000,fra008,43
103,sui003,eng025,27
103,fra009,sui001,45
104,ita002,ger013,34
104,ned008,ger014,50
104,tur000,ned006,75
104,col001,ger015,50
105,ned009,aut002,10
105,ita003,eng026,80
105,ita004,ger016,30
105,bra013,ger017,37
106,ita005,ger018,18
106,fra010,ger019,72
106,chi000,ger020,85
106,arg009,ger021,78
107,ita006,bur000,26
107,mar001,ecu001,10
107,fra011,sui002,10
107,svk000,esp013,73
108,bra014,ned007,37
108,por006,ger022,20
108,por007,cro002,39
108,kor002,ger023,51
109,por008,mar000,19
109,fra012,sui003,80
109,fra013,fra009,76
109,esp014,ita002,59
110,uru006,ned008,37
110,esp015,tur000,32
110,por009,col001,74
110,arg010,ned009,53
111,aus000,ita003,15
111,swe001,ita004,6
111,pol001,bra013,76
111,fin000,ita005,55
112,esp016,fra010,8
112,eng027,chi000,44
112,bra015,arg009,44
112,eng028,ita006,74
113,eng029,mar001,61
113,fra014,fra011,24
113,fra015,svk000,27
113,eng030,bra014,23
114,eng031,por006,87
114,esp017,por007,60
114,pol002,kor002,18
114,eng032,por008,10
115,fra016,fra012,80
115,eng033,fra013,24
115,eng034,esp014,55
115,eng035,uru006,31
116,eng036,esp015,40
116,ita007,por009,55
116,eng037,arg010,22
116,eng038,aus000,13
117,fra017,swe001,62
117,jam000,pol001,85
117,arg011,fin000,19
117,eng039,esp016,12
118,col002,eng027,2
118,eng040,bra015,12
118,ned010,eng028,29
118,eng040,eng029,35
119,swe002,fra014,4
119,hun001,fra015,3
119,can001,eng030,37
119,den001,eng031,8
120,svk001,esp017,7
120,por010,pol002,19
120,cmr001,eng032,39
120,por011,fra016,89
121,ger024,eng033,71
121,swe003,eng034,87
121,arg012,eng035,21
121,eng041,eng036,36
122,can002,ita007,64
122,ukr003,eng037,71
122,ukr004,eng038,39
122,swe004,fra017,27
123,uru007,jam000,43
123,ned011,arg011,66
123,mne001,eng039,74
123,mne002,col002,46
124,gha001,eng040,4
124,svk002,ned010,11
124,hun002,eng040,66
124,mar002,swe002,73
125,hun003,hun001,50
125,col003,can001,13
125,esp018,den001,22
125,can003,svk001,37
127,ned012,por010,1
127,aut003,cmr001,25
127,chi001,por011,67
127,ita008,ger024,26
128,mne003,swe003,38
128,gha002,arg012,17
128,svk003,eng041,21
128,hun003,can002,60
129,mar003,ukr003,43
129,hun004,ukr004,25
129,col004,swe004,7
129,esp019,uru007,84
130,can004,ned011,89
130,ned013,mne001,85
130,aut004,mne002,9
130,chi002,gha001,34
131,ita009,svk002,1
131,mne004,hun002,6
131,gha003,mar002,57
131,svk004,hun003,73
132,hun004,col003,29
132,mar004,esp018,45
132,hun005,can003,26
132,col005,ned012,53
133,esp020,aut003,53
133,can005,chi001,41
133,mne003,ita008,29
133,gha002,mne003,16
134,svk003,gha002,38
134,mne003,svk003,48
134,gha002,hun003,80
134,svk003,mar003,70
135,hun003,hun004,76
135,mar003,col004,30
135,hun004,esp019,86
135,col004,can004,33
136,esp019,ned013,14
136,can004,aut004,79
136,ned013,chi002,1
136,aut004,ita009,6
137,chi002,mne004,58
137,ita009,gha003,11
137,mne004,svk004,84
137,gha003,hun004,74
138,svk004,mar004,89
138,hun004,hun005,27
138,mar004,col005,23
138,hun005,esp020,35
139,col005,can005,56
139,esp020,mne003,5
139,can005,gha002,54
139,ned014,svk003,61
140,aut005,mne003,10
140,chi003,gha002,31
140,mne003,svk003,21
140,gha002,hun003,59
141,svk003,mar003,62
141,hun003,hun004,43
141,mar003,col004,37
141,hun004,esp019,44
142,col004,can004,88
142,esp019,ned013,20
142,can004,aut004,24
142,ned013,chi002,30
143,aut004,ita009,25
143,mne003,mne004,19
143,gha002,gha003,34
143,svk003,svk004,56
144,hun003,hun004,16
144,mar003,mar004,39
144,hun004,hun005,66
144,col004,col005,16
145,esp019,esp020,69
145,can004,can005,87
145,ned013,ned014,6
145,aut004,aut005,50
146,chi002,chi003,65
146,ita009,mne003,58
146,mne004,gha002,78
146,gha003,svk003,90
147,svk004,hun003,28
147,hun004,mar003,10
147,mar004,hun004,89
147,hun005,col004,33
148,col005,esp019,8
148,esp020,can004,3
148,can005,ned013,32
148,ned014,aut004,20
149,aut005,mne003,74
149,chi003,gha002,22
149,ita010,svk003,54
149,mne005,hun003,57
150,gha004,mar003,10
150,svk005,hun004,84
150,hun005,col004,32
150,mar005,esp019,15
151,hun006,can004,10
151,col006,ned013,61
151,esp021,aut004,40
151,can006,chi002,74
152,mne004,ita009,28
152,gha003,mne004,48
152,svk004,gha003,22
152,mne004,svk004,29
153,gha003,hun004,60
153,svk004,mar004,65
153,hun004,hun005,43
153,mar004,col005,66
154,hun005,esp020,10
154,col005,can005,69
154,esp020,ned014,8
154,can005,aut005,57
155,ned014,chi003,5
155,aut005,ita010,1
155,chi003,mne005,4
155,ita010,gha004,70
156,mne005,svk005,15
156,gha004,hun005,60
156,svk005,mar005,73
156,hun005,hun006,51
157,mar005,col006,72
157,hun006,esp021,35
157,col006,can006,60
157,esp021,mne004,15
158,can006,gha003,73
158,esp000,svk004,19
158,fra000,mne004,85
158,bra000,gha003,58
159,jap000,svk004,51
159,ukr000,hun004,62
159,eng000,mar004,43
159,ita000,hun005,39
160,gha000,col005,60
160,ger000,esp020,81
160,nor000,can005,66
160,bel000,ned014,31
161,bra001,aut005,39
161,eng001,chi003,38
161,bra002,ita010,76
161,eng002,mne005,87
162,srb000,gha004,52
162,bra003,svk005,13
162,eng003,hun005,38
162,esp001,mar005,56
163,eng004,hun006,27
163,eng005,col006,50
163,arg000,esp021,49
163,ecu000,can006,39
164,eng006,esp000,42
164,eng007,fra000,60
164,eng008,bra000,50
164,ukr001,jap000,85
165,sen000,ukr000,77
165,bra004,eng000,75
165,ned000,ita000,14
165,eng009,gha000,74
166,sco000,ger000,61
166,kor000,nor000,4
166,arg001,bel000,79
166,col000,bra001,50
167,por000,eng001,47
167,egy000,bra002,9
167,ned001,eng002,52
167,hun000,srb000,81
168,eng010,bra003,45
168,eng011,eng003,74
168,uru000,esp001,66
168,bra005,eng004,79
169,por001,eng005,66
169,eng012,arg000,27
169,sui000,ecu000,77
169,eng013,eng006,25
170,ned002,eng007,41
170,cro000,eng008,44
170,esp002,ukr001,20
170,por002,sen000,19
171,bel001,bra004,88
171,eng014,ned000,77
171,eng015,eng009,53
171,bel002,sco000,18
172,arg002,kor000,19
172,nor001,arg001,53
172,cmr000,col000,78
172,eng016,por000,29
173,fra001,egy000,11
173,eng017,ned001,24
173,arg003,hun000,75
173,bra006,eng010,8
174,eng018,eng011,68
174,por003,uru000,9
174,arg004,bra005,30
174,eng019,por001,14
175,den000,eng012,14
175,eng020,sui000,36
175,eng021,eng013,85
175,ita001,ned002,53
176,arg005,cro000,61
176,bra007,esp002,10
176,swe000,por002,52
176,eng022,bel001,48
177,bra008,eng014,25
177,jap001,eng015,6
177,ger001,bel002,68
177,arg006,arg002,37
178,uru001,nor001,66
178,wal000,cmr000,81
178,ukr002,eng016,77
178,ger002,fra001,34
179,fra002,eng017,35
179,esp003,arg003,42
179,fra003,bra006,8
179,fra004,eng018,47
180,uru002,por003,87
180,ger003,arg004,66
180,eng023,eng019,3
180,cro001,den000,84
181,bra009,eng020,52
181,bra010,eng021,49
181,bra011,ita001,39
181,aut000,arg005,12
182,ger004,bra007,58
182,esp004,swe000,57
182,uru003,eng022,14
182,fra005,bra008,85
183,por004,jap001,13
183,ger005,ger001,8
183,esp005,arg006,88
183,esp006,uru001,70
184,por005,wal000,1
184,ned003,ukr002,16
184,bra012,ger002,68
184,esp007,fra002,55
185,pol000,esp003,86
185,slo000,fra003,14
185,esp008,fra004,57
185,uru004,uru002,58
186,uru005,ger003,58
186,mne000,eng023,72
186,arg007,cro001,22
186,esp009,bra009,76
187,esp010,bra010,48
187,esp011,bra011,79
187,fra006,aut000,78
187,esp012,ger004,81
188,ned004,esp004,52
188,arg008,uru003,54
188,ger006,fra005,74
188,fra007,por004,69
189,kor001,ger005,3
189,ned005,esp005,46
189,eng024,esp006,28
189,can000,por005,57
190,ger007,ned003,29
190,ger008,bra012,55
190,aut001,esp007,60
190,ger009,pol000,67
191,ger010,slo000,56
191,ger011,esp008,35
191,ger012,uru004,33
191,fra008,uru005,78
192,eng025,mne000,7
192,sui001,arg007,43
192,ger013,esp009,48
192,ger014,esp010,58
193,ned006,esp011,19
193,ger015,fra006,41
193,aut002,esp012,90
193,eng026,ned004,46
194,ger016,arg008,73
194,ger017,ger006,54
194,ger018,fra007,63
194,ger019,kor001,55
195,ger020,ned005,8
195,ger021,eng024,38
195,bur000,can000,90
195,ecu001,ger007,32
196,sui002,ger008,71
196,esp013,aut001,9
196,ned007,ger009,76
196,ger022,ger010,34
197,cro002,ger011,36
197,ger023,ger012,21
197,mar000,fra008,70
197,sui003,eng025,56
198,fra009,sui001,76
198,ita002,ger013,15
198,ned008,ger014,50
198,tur000,ned006,81
199,col001,ger015,76
199,ned009,aut002,27
199,ita003,eng026,74
199,ita004,ger016,34
200,bra013,ger017,64
200,ita005,ger018,64
200,fra010,ger019,67
200,chi000,ger020,58
201,arg009,ger021,76
201,ita006,bur000,59
201,mar001,ecu001,38
201,fra011,sui002,28
202,svk000,esp013,36
202,bra014,ned007,14
202,por006,ger022,36
202,por007,cro002,46
203,kor002,ger023,6
203,por008,mar000,41
203,fra012,sui003,69
203,fra013,fra009,55
204,esp014,ita002,29
204,uru006,ned008,54
204,esp015,tur000,66
204,por009,col001,40
205,arg010,ned009,23
205,aus000,ita003,54
205,swe001,ita004,75
205,pol001,bra013,26
206,fin000,ita005,8
206,esp016,fra010,32
206,eng027,chi000,50
206,bra015,arg009,56
207,eng028,ita006,58
207,eng029,mar001,7
207,fra014,fra011,55
207,fra015,svk000,32
208,eng030,bra014,61
208,eng031,por006,75
208,esp017,por007,50
208,pol002,kor002,67
209,eng032,por008,43
209,fra016,fra012,13
209,eng033,fra013,48
209,eng034,esp014,6
210,eng035,uru006,18
210,eng036,esp015,61
210,ita007,por009,82
210,eng037,arg010,90
211,eng038,aus000,48
211,fra017,swe001,44
211,jam000,pol001,17
211,arg011,fin000,13
212,eng039,esp016,55
212,col002,eng027,68
212,eng040,bra015,4
212,ned010,eng028,18
213,eng040,eng029,80
213,swe002,fra014,20
213,hun001,fra015,16
213,can001,eng030,2
214,den001,eng031,86
214,svk001,esp017,12
214,por010,pol002,3
214,cmr001,eng032,23
215,por011,fra016,23
215,ger024,eng033,56
215,swe003,eng034,37
215,arg012,eng035,50
216,eng041,eng036,26
216,can002,ita007,67
216,ukr003,eng037,46
216,ukr004,eng038,34
217,swe004,fra017,66
217,uru007,jam000,82
217,ned011,arg011,77
217,mne001,eng039,15
218,mne002,col002,12
218,gha001,eng040,38
218,svk002,ned010,15
218,hun002,eng040,61
219,mar002,swe002,42
219,hun003,hun001,63
219,col003,can001,26
219,esp018,den001,67
220,can003,svk001,2
220,ned012,por010,88
220,aut003,cmr001,39
220,chi001,por011,12
221,ita008,ger024,10
221,esp000,swe003,30
221,fra000,arg012,55
221,bra000,eng041,78
222,jap000,can002,69
222,ukr000,ukr003,88
222,eng000,ukr004,52
222,ita000,swe004,39
223,gha000,uru007,42
223,ger000,ned011,45
223,nor000,mne001,14
223,bel000,mne002,74
224,bra001,gha001,45
224,eng001,svk002,82
224,bra002,hun002,45
224,eng002,mar002,89
225,srb000,hun003,30
225,bra003,col003,68
225,eng003,esp018,65
225,esp001,can003,53
226,eng004,ned012,28
226,eng005,aut003,52
226,arg000,chi001,51
226,ecu000,ita008,34
228,eng006,esp000,22
228,eng007,fra000,12
228,eng008,bra000,41
228,ukr001,jap000,12
229,sen000,ukr000,48
229,bra004,eng000,16
229,ned000,ita000,72
229,eng009,gha000,75
230,sco000,ger000,11
230,kor000,nor000,34
230,arg001,bel000,6
230,col000,bra001,83
231,por000,eng001,90
231,egy000,bra002,40
231,ned001,eng002,9
231,hun000,srb000,59
232,eng010,bra003,5
232,eng011,eng003,65
232,uru000,esp001,4
232,bra005,eng004,79
233,por001,eng005,90
233,eng012,arg000,49
233,sui000,ecu000,73
233,eng013,eng006,18
234,ned002,eng007,43
234,cro000,eng008,25
234,esp002,ukr001,81
234,por002,sen000,20
235,bel001,bra004,72
235,eng014,ned000,56
235,eng015,eng009,23
235,bel002,sco000,25
236,arg002,kor000,57
236,nor001,arg001,30
236,cmr000,col000,64
236,eng016,por000,33
237,fra001,egy000,60
237,eng017,ned001,42
237,arg003,hun000,9
237,bra006,eng010,58
238,eng018,eng011,85
238,por003,uru000,16
238,arg004,bra005,14
238,eng019,por001,26
239,den000,eng012,22
239,eng020,sui000,62
239,eng021,eng013,5
239,ita001,ned002,58
240,arg005,cro000,44
240,bra007,esp002,5
240,swe000,por002,6
240,eng022,bel001,9
241,bra008,eng014,66
241,jap001,eng015,53
241,ger001,bel002,8
241,arg006,arg002,15
242,uru001,nor001,78
242,wal000,cmr000,74
242,ukr002,eng016,52
242,ger002,fra001,80
243,fra002,eng017,58
243,esp003,arg003,7
243,fra003,bra006,49
243,fra004,eng018,72
244,uru002,por003,55
244,ger003,arg004,44
244,eng023,eng019,44
244,cro001,den000,54
245,bra009,eng020,83
245,bra010,eng021,53
245,bra011,ita001,11
245,aut000,arg005,12
246,ger004,bra007,74
246,esp004,swe000,22
246,uru003,eng022,33
246,fra005,bra008,90
247,por004,jap001,27
247,ger005,ger001,34
247,esp005,arg006,70
247,esp006,uru001,40
248,por005,wal000,32
248,ned003,ukr002,27
248,bra012,ger002,8
248,esp007,fra002,87
249,pol000,esp003,43
249,slo000,fra003,40
249,esp008,fra004,83
249,uru004,uru002,31
250,uru005,ger003,55
250,mne000,eng023,30
250,arg007,cro001,20
250,esp009,bra009,49
251,esp010,bra010,45
251,esp011,bra011,56
251,fra006,aut000,50
251,esp012,ger004,87
252,ned004,esp004,83
252,arg008,uru003,12
252,ger006,fra005,72
252,fra007,por004,67
253,kor001,ger005,51
253,ned005,esp005,7
253,eng024,esp006,11
253,can000,por005,62
254,ger007,ned003,84
254,ger008,bra012,18
254,aut001,esp007,89
254,ger009,pol000,7
255,ger010,slo000,60
255,ger011,esp008,9
255,ger012,uru004,36
255,fra008,uru005,10
256,eng025,mne000,30
256,sui001,arg007,26
256,ger013,esp009,12
256,ger014,esp010,9
257,ned006,esp011,67
257,ger015,fra006,51
257,aut002,esp012,32
257,eng026,ned004,46
258,ger016,arg008,17
258,ger017,ger006,78
258,ger018,fra007,28
258,ger019,kor001,6
259,ger020,ned005,43
259,ger021,eng024,83
259,bur000,can000,84
259,ecu001,ger007,44
260,sui002,ger008,60
260,esp013,aut001,19
260,ned007,ger009,44
260,ger022,ger010,19
261,cro002,ger011,15
261,ger023,ger012,76
261,mar000,fra008,61
261,sui003,eng025,29
262,fra009,sui001,33
262,ita002,ger013,7
262,ned008,ger014,17
262,tur000,ned006,61
263,col001,ger015,74
263,ned009,aut002,67
263,ita003,eng026,21
263,ita004,ger016,6
264,bra013,ger017,26
264,ita005,ger018,23
264,fra010,ger019,6
264,chi000,ger020,23
265,arg009,ger021,44
265,ita006,bur000,74
265,mar001,ecu001,83
265,fra011,sui002,58
266,svk000,esp013,17
266,bra014,ned007,29
266,por006,ger022,41
266,por007,cro002,62
267,kor002,ger023,44
267,por008,mar000,6
267,fra012,sui003,82
267,fra013,fra009,88
268,esp014,ita002,23
268,uru006,ned008,43
268,esp015,tur000,16
268,por009,col001,37
269,arg010,ned009,29
269,aus000,ita003,6
269,swe001,ita004,87
269,pol001,bra013,57
270,fin000,ita005,5
270,esp016,fra010,88
270,eng027,chi000,1
270,bra015,arg009,68
271,eng028,ita006,75
271,eng029,mar001,10
271,fra014,fra011,35
271,fra015,svk000,84
272,eng030,bra014,22
272,eng031,por006,48
272,esp017,por007,55
272,pol002,kor002,18
273,eng032,por008,66
273,fra016,fra012,21
273,eng033,fra013,82
273,eng034,esp014,56
274,eng035,uru006,11
274,eng036,esp015,64
274,ita007,por009,78
274,eng037,arg010,63
275,eng038,aus000,43
275,fra017,swe001,76
275,jam000,pol001,59
275,arg011,fin000,60
276,eng039,esp016,6
276,col002,eng027,61
276,eng040,bra015,56
276,ned010,eng028,16
277,eng040,eng029,48
277,swe002,fra014,69
277,hun001,fra015,18
277,can001,eng030,89
278,den001,eng031,90
278,svk001,esp017,85
278,por010,pol002,44
278,cmr001,eng032,46
279,por011,fra016,4
279,ger024,eng033,86
279,swe003,eng034,47
279,arg012,eng035,49
280,eng041,eng036,19
280,can002,ita007,9
280,ukr003,eng037,87
280,ukr004,eng038,26
281,swe004,fra017,49
281,uru007,jam000,32
281,ned011,arg011,63
281,mne001,eng039,38
282,mne002,col002,62
282,gha001,eng040,15
282,svk002,ned010,46
282,hun002,eng040,46
283,mar002,swe002,58
283,hun003,hun001,56
283,col003,can001,29
283,esp018,den001,59
284,can003,svk001,78
284,ned012,por010,31
284,aut003,cmr001,87
284,chi001,por011,61
285,ita008,ger024,41
285,mne003,swe003,85
285,gha002,arg012,10
285,svk003,eng041,68
286,hun003,can002,22
286,mar003,ukr003,74
286,hun004,ukr004,85
286,col004,swe004,40
287,esp019,uru007,66
287,can004,ned011,86
287,ned013,mne001,66
287,aut004,mne002,27
288,chi002,gha001,59
288,ita009,svk002,1
288,mne004,hun002,18
288,gha003,mar002,43
289,svk004,hun003,39
289,hun004,col003,47
289,mar004,esp018,46
289,hun005,can003,64
290,col005,ned012,77
290,esp020,aut003,32
290,can005,chi001,39
290,mne003,ita008,80
291,gha002,mne003,83
291,svk003,gha002,36
291,mne003,svk003,18
291,gha002,hun003,8
292,svk003,mar003,8
292,hun003,hun004,38
292,mar003,col004,39
292,hun004,esp019,44
293,col004,can004,50
293,esp019,ned013,39
293,can004,aut004,69
293,ned013,chi002,78
294,aut004,ita009,75
294,chi002,mne004,82
294,ita009,gha003,61
294,mne004,svk004,27
295,gha003,hun004,82
295,svk004,mar004,79
295,hun004,hun005,9
295,mar004,col005,5
296,hun005,esp020,59
296,col005,can005,16
296,esp020,mne003,53
296,can005,gha002,87
297,ned014,svk003,90
297,aut005,mne003,82
297,chi003,gha002,32
