71,NEW,3,61,27,4,19,7,11
72,BOU,1,70,28,6,2,2,22
73,EVE,0,65,13,6,10,3,22
74,NOT,1,15,26,19,10,0,6
75,CRY,0,66,14,7,9,3,22
76,LUT,3,63,17,12,3,3,9
77,MCI,0,18,14,3,16,6,20
78,BRE,0,48,12,8,9,4,10
79,BUR,4,47,15,8,4,4,5
80,ARS,2,25,26,26,12,3,7
81,BHA,3,31,16,13,18,7,12
82,CHE,1,55,16,1,12,4,19
83,LIV,0,40,27,8,3,6,20
84,SHE,1,28,12,10,8,5,6
85,AST,0,28,19,2,13,4,12
86,BOU,2,31,24,10,16,5,20
87,EVE,0,30,15,10,18,4,6
88,MUN,1,30,19,2,3,0,12
89,NEW,3,60,30,19,13,2,13
90,WES,2,70,16,11,15,0,9
91,WOL,1,38,10,10,4,5,22
92,TOT,2,24,14,3,4,4,13
93,NOT,3,59,13,3,2,3,18
94,FUL,4,75,27,8,19,7,15
95,LUT,1,26,10,8,18,5,12
96,LUT,1,43,19,3,11,5,12
97,BUR,0,74,25,19,17,2,16
98,EVE,3,28,30,8,5,0,13
99,FUL,4,41,30,26,10,2,13
100,MUN,4,35,12,3,3,0,18
101,CRY,3,35,27,13,16,7,6
102,BHA,3,74,19,10,13,0,5
103,WES,4,19,18,17,9,2,15
104,WOL,3,57,16,5,11,2,9
105,ARS,0,67,22,12,16,0,18
106,LIV,0,57,19,4,12,5,18
107,BOU,2,71,12,3,10,6,17
108,BRE,0,58,29,23,5,6,16
109,MCI,2,40,14,6,12,5,21
110,NEW,0,22,16,12,17,7,18
111,NOT,1,66,23,12,10,7,13
112,CHE,2,29,25,13,3,6,13
113,SHE,0,32,28,24,19,6,7
114,ARS,3,39,24,13,11,0,6
115,TOT,4,50,30,2,16,2,6
116,CRY,1,33,24,3,11,7,11
117,CHE,4,21,27,3,13,6,18
118,ARS,1,61,23,12,7,0,5
119,BOU,1,71,30,3,12,7,10
120,WOL,3,46,28,17,10,0,17
121,WES,4,63,23,1,16,5,11
122,AST,2,50,20,16,11,3,19
123,BHA,4,47,14,10,13,4,12
124,LIV,0,62,13,5,2,1,15
125,MUN,1,52,11,10,9,5,13
126,ALM,4,64,21,13,5,7,16
127,SEV,3,47,24,7,2,0,17
128,SOC,2,64,10,4,4,7,16
129,LAS,2,61,19,2,8,0,16
130,ATH,2,68,21,18,6,5,5
131,CEL,0,32,18,13,4,7,19
132,VIL,0,26,14,2,8,7,13
133,GET,4,33,27,6,9,0,12
134,CDI,4,21,21,3,16,1,6
135,ATM,3,50,21,2,11,2,16
136,MAL,0,60,13,3,13,2,16
137,VAL,3,38,16,6,15,4,8
138,SOC,0,21,13,5,17,7,10
139,ALM,2,15,19,18,17,7,20
140,OSA,4,45,16,10,7,6,13
141,GIR,1,27,27,1,16,6,5
142,BAR,0,55,23,22,20,6,14
143,BET,4,38,23,9,11,1,9
144,ALA,2,33,18,4,20,3,18
145,GRA,2,41,28,23,11,6,12
146,LAS,0,61,12,8,17,6,19
147,CEL,4,40,13,8,13,1,15
148,CDI,3,42,11,3,14,6,8
149,GRA,0,46,22,15,19,7,19
150,SEV,3,75,24,15,20,4,6
151,VIL,0,16,25,9,14,5,6
152,VAL,4,69,14,14,13,3,15
153,ATH,3,58,10,5,11,3,21
154,GET,2,62,23,12,9,4,17
155,RVA,0,37,10,2,4,4,6
156,CDI,1,47,26,19,2,2,13
157,ALM,0,29,18,2,20,7,11
158,SOC,4,24,14,5,12,4,7
159,RMA,1,18,24,1,18,3,18
160,ALA,2,26,19,9,4,6,11
161,BET,1,21,16,2,6,3,19
162,GIR,0,33,28,7,5,6,9
163,MAL,4,30,29,25,18,0,18
164,OSA,3,69,27,17,2,0,18
165,ATM,0,38,12,4,9,7,20
166,RVA,0,54,19,3,18,1,19
167,ATH,4,15,20,4,2,6,13
168,VAL,1,26,13,11,16,1,12
169,CEL,0,39,30,5,19,2,15
170,BAR,3,68,17,7,19,1,18
171,GET,4,28,15,10,11,6,9
172,VIL,2,28,30,20,2,3,10
173,SEV,1,61,10,1,8,2,11
174,RMA,3,50,11,8,6,5,16
175,GRA,0,20,19,1,4,1,6
176,ALM,2,54,13,13,4,0,8
177,GIR,4,45,18,10,8,5,5
178,OSA,0,22,27,19,5,4,13
179,BAR,1,33,21,10,7,2,8
180,ALM,0,28,24,11,9,2,8
181,SOC,1,37,17,7,4,2,10
182,RVA,2,53,18,8,8,0,22
183,LAS,0,23,18,2,7,1,7
184,BET,4,15,25,2,2,7,19
185,ATM,4,42,25,10,3,1,5
186,SEV,1,24,11,7,13,2,7
187,MAL,0,43,24,22,5,2,8
188,VIL,0,20,27,10,12,1,12
189,ATH,3,59,15,1,3,0,22
190,RMA,1,45,24,5,12,4,11
191,VAL,1,75,13,7,18,5,17
192,CDI,1,26,16,4,2,2,19
193,GRA,4,45,14,13,16,6,10
194,CEL,2,62,19,7,11,0,7
195,OSA,4,65,29,11,6,2,15
196,BAR,0,15,29,7,15,6,5
197,GET,2,52,25,21,5,6,17
198,RVA,3,66,27,27,12,5,7
199,GIR,3,66,26,25,2,0,8
200,SOC,1,28,27,20,7,0,5
201,ALM,0,42,28,21,8,5,21
202,ALA,3,66,15,8,17,6,18
203,BET,2,47,19,13,20,2,11
204,ATM,3,45,22,22,13,4,15
205,LAS,4,56,21,12,4,2,9
206,ATH,1,56,16,2,18,2,12
207,CDI,4,52,18,9,19,6,21
208,RMA,2,51,28,14,9,6,10
209,MAL,4,41,12,2,2,5,18
210,SEV,1,25,14,1,19,4,21
211,VIL,2,54,18,15,5,5,14
212,ATM,4,62,10,9,6,3,19
213,ALA,2,35,22,12,10,1,9
214,CEL,2,36,25,6,14,2,9
215,GRA,2,67,15,14,9,3,16
216,OSA,3,66,19,6,7,4,5
217,SOC,2,57,17,12,19,0,5
218,GET,1,66,20,8,19,0,18
219,SEV,1,70,14,6,15,1,6
220,CEL,1,20,13,10,4,2,12
221,LAS,4,40,25,2,14,0,17
222,GIR,0,73,15,8,19,0,20
223,VIL,3,20,25,3,20,1,17
224,BAR,2,15,17,2,3,0,18
225,VAL,0,23,12,7,5,3,19
226,BRM,3,23,11,3,2,0,19
227,HOF,0,16,13,12,14,0,15
228,LEV,2,36,20,9,15,4,17
229,STU,3,23,19,1,4,4,15
230,AUG,0,36,26,5,2,0,7
231,WSB,0,46,23,12,16,2,12
232,DOR,2,36,25,5,11,0,20
233,UNI,0,49,12,1,15,2,8
234,FRK,2,43,24,11,8,6,11
235,LPZ,4,18,11,9,7,7,22
236,HEI,2,28,30,25,13,2,5
237,DAM,1,51,24,9,14,3,22
238,KOL,3,61,22,6,13,4,6
239,FRE,3,32,24,10,5,5,16
240,BOC,3,33,18,11,5,1,11
241,GLA,1,56,25,21,4,6,19
242,MAI,0,52,16,3,4,7,21
243,BAY,1,73,13,4,8,7,6
244,DOR,0,40,28,5,9,4,21
245,HOF,2,19,12,1,16,4,8
246,LEV,1,25,22,21,8,1,12
247,BRM,4,50,28,16,3,2,9
248,AUG,0,20,30,15,18,4,11
249,STU,1,54,16,14,16,2,8
250,GLA,4,69,10,5,14,1,15
251,FRK,3,56,23,16,18,0,17
252,UNI,0,50,15,15,5,1,9
253,BAY,4,61,10,2,12,7,12
254,MAI,3,38,13,12,14,5,6
255,LPZ,4,48,22,10,4,3,5
256,KOL,4,50,21,13,11,5,5
257,FRE,1,60,24,3,16,5,15
258,WSB,2,44,26,20,11,4,20
259,BOC,1,28,16,11,20,7,19
260,HEI,3,72,14,14,8,0,17
261,DAM,3,20,30,29,14,0,14
262,STU,0,65,18,9,10,0,19
263,AUG,1,69,12,4,9,6,9
264,BAY,1,18,29,28,18,0,8
265,DOR,4,47,22,3,3,1,11
266,GLA,2,71,17,14,16,7,20
267,UNI,0,70,21,3,8,7,8
268,BRM,1,42,19,2,15,3,20
269,LEV,3,39,28,23,4,3,9
270,FRK,0,26,22,7,19,2,17
271,HOF,0,15,26,2,2,1,15
272,HEI,1,40,16,6,13,2,14
273,KOL,0,16,29,25,7,4,13
274,WSB,2,19,25,21,4,1,5
275,BOC,4,26,18,4,2,4,18
276,MAI,1,54,28,3,5,5,7
277,LPZ,2,15,12,10,13,6,6
278,DAM,1,30,17,3,4,7,11
279,FRE,4,57,30,13,8,1,21
280,GLA,0,26,11,3,11,3,10
281,AUG,1,40,13,3,18,0,16
282,STU,2,23,15,1,15,3,6
283,DOR,1,31,14,14,17,3,5
284,LPZ,2,44,21,17,19,5,18
285,BRM,3,50,14,9,4,5,14
286,LEV,2,29,22,17,14,0,14
287,BAY,1,32,14,3,10,2,14
288,FRK,3,64,25,4,3,7,11
289,DOR,3,67,24,11,14,3,13
290,FRE,3,51,19,12,3,4,7
291,HOF,3,17,17,10,18,1,22
292,STU,3,34,17,6,5,1,18
293,DOR,1,64,18,8,6,0,6
294,LPZ,4,45,18,18,6,4,20
295,DAM,1,33,18,4,4,7,12
296,GLA,2,28,30,9,11,1,12
297,LEV,0,34,23,13,11,6,6
298,AUG,4,43,15,15,5,3,6
299,HEI,0,57,14,1,17,5,14
300,BAY,0,17,10,8,12,7,13
301,WSB,3,17,26,11,2,6,21
302,GLA,3,69,18,4,12,2,20
303,DAM,1,51,28,22,13,2,15
304,HOF,3,62,15,13,15,5,12
305,BOC,2,49,26,15,20,5,16
306,STU,3,35,13,9,15,3,16
307,WSB,4,66,14,8,3,6,5
308,DOR,3,23,15,13,4,7,19
309,GLA,0,18,30,30,12,3,18
310,DAM,3,31,22,12,8,5,10
311,KOL,1,32,18,16,8,2,19
312,HEI,4,60,26,1,20,2,7
313,BAY,0,32,10,5,8,2,8
314,MAI,1,70,20,2,16,7,20
315,BRM,0,26,14,7,8,3,18
316,SEV,2,54,28,26,17,2,22
317,VIL,3,25,22,20,2,2,18
318,BAR,3,30,18,9,14,6,21
319,SEV,4,39,12,7,19,0,11
320,BET,3,60,24,22,19,3,17
321,GRA,2,53,18,14,7,6,19
322,VAL,0,20,15,9,5,0,14
323,MAL,2,28,30,14,9,3,11
324,ATH,4,63,22,14,6,7,18
325,ATH,4,46,24,23,10,7,22
326,ALA,4,57,14,5,16,7,19
327,RMA,1,69,15,4,4,5,19
328,ALA,3,58,12,3,14,5,11
329,RVA,0,45,13,7,4,4,10
330,RVA,1,16,25,23,20,1,6
331,ATH,0,68,10,7,16,6,20
332,SEV,3,43,19,6,10,7,15
333,CDI,4,37,11,3,2,5,8
334,ATM,2,62,10,9,18,7,9
335,BET,0,75,22,18,13,6,8
336,ATM,3,25,29,9,12,7,6
337,VAL,1,38,21,7,6,2,5
338,GIR,2,15,17,3,15,7,17
339,SEV,3,16,28,24,19,4,14
340,GET,1,52,24,8,15,2,9
341,BAR,1,32,28,28,15,0,7
342,VAL,3,25,10,1,14,1,6
343,VAL,0,42,23,12,7,2,7
344,ALM,0,59,11,2,13,3,6
345,GET,2,20,16,9,15,2,21
346,PSG,1,35,13,13,3,2,12
347,SDR,0,74,11,3,5,0,10
348,OCN,4,42,17,8,13,3,21
349,TOL,2,15,13,2,20,6,19
350,SDR,1,64,10,5,15,3,9
351,SBR,0,24,26,17,9,4,15
352,RCA,2,51,27,15,6,2,7
353,LOS,2,50,20,13,9,3,21
354,TOL,2,28,10,10,6,1,10
355,LHA,2,74,29,11,7,3,12
356,LOS,2,33,26,12,10,6,5
357,FCN,1,75,23,14,10,0,7
358,LOS,0,53,12,3,19,0,7
359,OLY,2,43,30,9,15,7,13
360,LHA,4,62,17,14,9,0,18
361,TOL,3,42,16,7,10,3,22
362,RCL,0,36,28,17,12,3,15
363,RCA,0,18,18,6,11,1,8
364,LOR,4,25,21,2,10,5,11
365,PSG,1,40,30,27,3,7,10
366,RCL,4,72,19,12,6,1,10
367,FCM,2,70,24,15,18,3,22
368,LOR,3,42,30,4,3,2,7
369,PSG,1,73,11,3,6,5,19
370,ASM,3,16,12,1,11,7,17
371,OLY,2,30,21,19,20,1,20
372,OLY,2,72,29,8,8,3,22
373,LOS,2,74,18,4,18,7,17
374,OLM,2,61,22,11,18,7,14
375,SDR,3,60,13,3,12,3,12
376,OCN,1,43,22,5,4,4,14
377,CFA,1,62,29,9,16,0,10
378,FCN,1,67,10,8,12,7,6
379,OLY,3,34,14,7,20,3,17
380,LHA,2,34,18,8,5,0,15
381,FCM,4,52,23,23,9,0,5
382,FCN,2,33,16,9,13,6,10
383,SDR,4,17,21,17,14,5,8
384,FCM,0,26,26,15,5,0,22
385,TOL,2,72,20,1,16,6,9
386,CFA,3,45,20,19,4,1,6
387,LOS,4,47,26,4,14,4,21
388,FCM,0,30,14,2,3,3,7
389,MSC,1,67,14,14,14,5,12
390,MSC,1,44,17,9,19,5,18
391,RCL,0,59,17,13,15,7,9
392,LOS,0,15,14,5,13,6,19
393,OCN,1,46,29,13,17,3,14
394,FCM,4,28,21,6,14,2,18
395,SRF,1,69,10,6,3,2,14
396,SDR,1,15,20,15,20,6,22
397,SRF,2,63,20,4,20,6,17
398,MSC,4,68,17,1,8,7,22
399,CFA,0,24,17,4,12,5,14
400,RCA,4,54,16,1,9,2,21
401,CFA,2,40,19,14,13,3,17
402,PSG,0,52,21,9,16,2,7
403,RCL,1,33,19,1,6,3,8
404,LHA,3,72,18,18,10,1,7
405,OCN,0,75,15,14,8,7,8
406,CFA,3,40,16,2,18,1,19
407,FCN,2,58,26,18,7,0,10
408,RCA,4,23,29,5,17,2,14
409,PSG,1,30,26,20,11,7,19
410,SBR,2,45,13,4,15,3,8
411,ASM,3,34,10,4,19,1,19
412,RCA,3,66,29,17,15,6,20
413,PSG,2,45,18,5,3,6,14
414,FCM,3,70,10,1,12,5,6
415,FCN,0,52,18,4,7,4,7
416,LHA,0,16,10,1,6,4,21
417,FCN,0,41,15,1,20,5,16
418,OLY,3,59,24,10,16,3,11
419,SRF,1,59,28,10,7,4,18
420,PSG,4,36,23,2,20,0,7
421,SBR,1,19,11,8,10,3,5
422,OLY,0,21,21,2,20,7,19
423,FCN,0,74,10,3,19,0,22
424,MSC,0,41,25,2,18,4,9
425,LOR,1,24,10,7,19,0,21
426,TOL,3,36,24,3,9,2,21
427,CFA,0,35,27,15,13,6,8
428,RCA,1,21,27,24,20,0,18
429,FCM,0,34,23,15,9,5,16
430,LOS,3,50,10,5,17,2,16
431,FCM,3,24,25,3,18,6,10
432,OLY,4,64,25,17,18,7,6
433,OLM,3,21,26,12,13,1,17
434,RCA,0,73,25,7,10,6,12
435,ARS,3,63,27,25,2,0,17
436,NOT,0,67,20,5,6,0,7
437,BRE,0,38,30,11,12,2,13
438,AST,2,49,17,10,18,5,15
439,EVE,4,31,16,8,5,4,17
440,LIV,1,74,12,8,2,4,20
441,AST,4,38,23,1,2,2,7
442,SHE,0,34,26,10,8,7,9
443,NOT,3,52,20,19,11,4,15
444,AST,4,74,20,4,6,6,22
445,CHE,0,34,18,9,8,4,9
446,FUL,1,25,28,8,18,1,8
447,LUT,0,15,19,9,18,0,17
448,TOT,4,30,20,18,3,2,19
449,ARS,1,26,15,15,15,1,17
450,FUL,3,16,10,2,7,5,15
451,MCI,2,61,25,16,14,1,16
452,MUN,1,43,15,4,9,3,8
453,BRE,1,75,10,7,10,0,7
454,ARS,4,35,15,4,13,4,14
455,LUT,4,53,12,3,16,2,13
456,BHA,4,51,14,5,10,2,15
457,BRE,1,40,27,6,4,4,5
458,LUT,0,66,29,13,18,5,15
459,CHE,3,48,10,8,12,1,9
460,FUL,4,24,25,14,6,0,10
461,NOT,0,40,20,20,9,3,16
462,BHA,3,24,23,10,4,0,20
463,CHE,3,17,21,19,14,6,20
464,NEW,2,40,23,2,3,6,7
465,TOT,0,44,13,11,15,1,8
466,BRE,1,35,13,12,4,0,12
467,BUR,0,25,22,3,4,2,9
468,NEW,3,40,24,5,4,1,22
469,TOT,4,51,26,13,14,4,9
470,NEW,0,28,22,14,5,4,9
471,NOT,0,55,28,9,15,0,11
472,MCI,4,29,20,17,5,1,20
473,NOT,0,59,11,8,14,0,7
474,BOU,1,60,21,20,20,7,16
475,NOT,0,63,19,10,4,1,21
476,BUR,1,34,28,27,10,7,21
477,SHE,3,74,18,15,5,4,5
478,WES,1,60,21,20,18,3,18
479,CRY,0,46,28,10,8,6,20
480,LIV,0,56,20,6,19,6,13
481,FUL,4,72,17,6,5,1,6
482,NEW,4,69,15,7,7,6,10
483,BUR,0,72,18,14,2,1,17
484,EVE,4,28,20,2,17,0,9
485,LUT,0,65,16,7,20,5,12
486,WES,2,20,21,16,20,5,12
487,BHA,3,68,18,12,15,7,12
488,BOU,4,28,22,2,7,5,5
489,FUL,1,38,30,24,5,3,7
490,NEW,2,70,12,8,3,2,12
491,EVE,3,59,18,3,19,6,18
492,MCI,0,32,27,22,17,2,10
493,EVE,2,64,15,9,17,1,8
494,AST,4,26,10,5,4,3,8
495,EVE,3,51,16,4,12,5,20
496,CRY,3,30,16,13,9,5,14
497,BUR,0,40,22,7,13,5,22
498,FUL,1,45,12,11,15,2,16
499,ARS,1,48,26,8,13,7,20
500,MCI,3,74,26,7,18,6,21
501,BRE,1,36,25,6,7,7,21
502,NEW,3,27,17,11,3,7,8
503,MUN,3,16,23,23,7,2,21
504,NOT,3,18,17,10,16,0,14
505,WOL,4,74,30,16,2,6,9
506,FUL,3,49,14,3,18,0,6
507,CRY,0,24,12,5,14,5,21
508,FUL,1,38,10,2,12,6,9
509,MCI,1,28,12,2,19,1,15
510,NEW,2,56,10,10,4,5,9
511,MUN,2,74,10,2,12,2,5
512,NEW,4,67,25,8,2,1,16
513,NOT,3,47,11,7,11,7,18
514,LIV,3,54,12,3,5,1,8
515,WES,4,59,24,16,7,3,7
516,MUN,2,29,28,9,10,3,17
517,WOL,0,63,23,20,17,3,14
518,EVE,3,71,11,10,13,5,12
519,BUR,4,39,12,8,12,2,20
520,AST,4,33,23,4,13,5,21
521,AST,2,60,12,2,14,2,5
522,NOT,2,39,13,6,11,5,14
523,CHE,1,40,24,22,5,5,10
524,BOU,1,18,23,16,10,7,16
525,LUT,4,40,26,14,5,0,16
526,BHA,4,19,20,13,3,1,13
527,NEW,3,62,18,16,10,4,13
528,WOL,2,71,14,5,12,2,9
529,NOT,1,24,29,18,3,4,9
530,LIV,0,55,22,3,15,7,13
531,EVE,0,46,15,4,12,6,8
532,WOL,1,53,30,22,4,0,12
533,BRE,1,64,20,19,12,4,10
534,BRE,2,35,30,2,5,2,22
535,BUR,2,70,24,10,3,2,9
536,ARS,2,60,18,1,7,7,9
537,BOU,1,65,18,16,9,6,6
538,ARS,3,22,24,18,10,0,7
539,FUL,4,63,10,9,10,2,8
540,FUL,2,59,21,4,20,4,19
541,FUL,4,57,17,9,12,3,5
542,EVE,4,73,23,10,12,0,18
543,BHA,0,15,25,1,20,2,15
544,NOT,3,53,12,8,17,3,16
545,MUN,1,49,17,4,3,2,14
546,MUN,1,27,20,13,3,6,16
547,MUN,1,23,27,12,17,5,14
548,WOL,4,54,25,4,11,1,16
549,BUR,1,28,11,11,6,2,18
550,AST,1,39,29,19,5,2,14
551,NOT,3,56,30,24,2,7,7
552,BRE,3,52,25,2,19,7,16
553,MUN,2,52,26,9,12,4,19
554,CHE,4,34,27,12,12,0,15
555,BUR,1,53,20,1,17,5,8
556,NOT,3,20,15,2,16,2,8
557,CRY,0,68,28,21,3,1,20
558,NEW,0,18,16,12,20,7,18
559,CHE,3,40,28,24,18,6,21
560,LIV,1,23,12,1,2,6,18
561,TOT,4,64,25,10,20,5,14
562,NOT,3,31,14,14,19,5,22
563,WES,3,46,15,6,2,2,17
564,FUL,1,64,27,27,12,4,7
565,BUR,0,26,22,16,4,2,10
566,AST,3,60,18,12,12,5,18
567,BHA,1,56,13,12,17,7,13
568,BRE,1,52,26,4,19,1,17
569,MUN,4,53,11,1,14,2,12
570,NOT,4,52,15,12,13,0,6
571,AST,1,21,18,1,10,2,5
572,BUR,1,38,10,2,9,5,9
573,BHA,4,40,15,8,20,0,10
574,NEW,2,69,14,5,14,2,14
575,LIV,0,34,21,16,17,2,20
576,NEW,0,32,17,10,6,6,6
577,SHE,4,62,22,19,7,7,7
578,MCI,1,63,29,23,2,6,17
579,BRE,0,46,14,6,8,4,22
580,ARS,1,72,29,13,6,1,5
581,WES,3,69,28,7,8,2,10
582,MCI,2,29,15,9,18,6,6
583,BHA,3,43,30,3,14,6,19
584,AST,1,58,24,13,3,1,13
585,BRE,1,48,29,16,2,2,17
586,CHE,4,22,18,17,15,3,21
587,BOU,3,53,21,8,7,0,6
588,AST,2,26,11,6,16,1,19
589,CHE,3,70,25,24,17,5,10
590,BUR,3,45,23,1,17,3,9
591,LUT,0,47,20,8,6,1,13
592,WOL,3,33,30,28,18,7,6
593,WES,0,63,13,10,6,3,13
594,LIV,0,43,28,3,16,6,16
595,BOU,2,51,26,24,19,3,6
596,AST,2,41,11,11,17,1,8
597,SHE,2,23,21,18,15,0,13
598,BOU,0,43,26,26,11,1,18
599,CRY,1,57,13,7,7,2,14
600,BOU,3,71,23,6,15,6,6
601,FUL,2,26,14,11,5,1,21
602,LIV,1,36,26,10,10,1,10
603,MCI,0,35,21,13,15,2,18
604,SHE,0,63,21,5,15,0,21
605,SHE,3,68,23,1,5,7,8
606,TOT,1,15,22,1,8,5,22
607,BOU,3,31,20,12,13,5,11
608,TOT,4,28,10,2,5,5,14
609,SHE,1,35,10,10,18,7,10
610,LUT,0,61,27,12,10,4,17
611,NEW,2,18,21,3,5,3,6
612,TOT,2,23,14,11,17,2,18
613,TOT,0,44,19,14,3,5,17
614,BRE,0,25,22,4,2,0,19
615,BOU,0,31,30,1,11,2,9
616,SHE,0,67,11,7,14,0,22
617,WOL,2,57,10,2,3,6,15
618,MUN,1,33,21,2,18,6,19
619,EVE,3,39,30,3,19,5,18
620,FUL,4,60,18,18,14,3,16
621,BRE,4,31,24,21,17,7,22
622,NEW,3,41,17,14,6,1,22
623,ARS,2,32,10,2,6,6,6
624,BUR,1,17,14,13,12,5,22
625,LUT,3,69,11,9,14,7,17
626,MCI,0,23,26,22,12,4,15
627,EVE,3,59,11,10,5,7,16
628,BUR,0,59,22,13,9,6,7
629,MCI,2,27,10,4,2,3,6
630,LUT,0,61,15,13,17,6,20
631,BHA,2,45,26,1,12,3,5
632,NEW,2,22,26,18,13,5,9
633,EVE,0,17,27,3,14,4,10
634,WES,2,46,19,9,14,0,21
635,BHA,3,72,19,8,16,5,15
636,ARS,3,27,28,2,7,6,21
637,EVE,1,46,23,17,16,0,21
638,FUL,1,34,27,19,13,0,6
639,WES,2,32,27,4,10,5,13
640,MCI,0,31,25,25,11,7,5
641,ARS,4,27,13,2,7,4,20
642,BHA,4,62,15,12,9,4,17
643,NEW,1,52,19,18,14,5,20
644,MCI,3,72,25,3,12,0,11
645,AST,3,64,13,4,10,7,16
646,NOT,2,72,28,8,20,7,19
647,BUR,0,15,14,3,6,6,15
648,LIV,0,50,18,5,17,4,19
649,NEW,2,52,25,8,20,1,22
650,TOT,3,68,20,16,18,7,8
651,EVE,0,40,25,1,6,4,19
652,NEW,3,35,21,4,11,2,13
653,WES,0,47,14,6,15,7,22
654,TOT,4,73,27,12,2,2,13
655,NEW,1,53,29,20,11,3,8
656,CRY,0,24,10,7,8,2,9
657,CHE,1,57,14,6,4,4,20
658,MCI,2,62,17,15,8,1,12
659,ARS,0,49,11,1,20,3,16
660,AST,1,51,12,7,17,1,12
661,SHE,2,27,28,1,13,4,19
662,LIV,1,32,30,21,17,6,8
663,MUN,2,39,14,11,3,5,11
664,CHE,4,19,24,14,18,7,14
665,MCI,4,75,26,12,19,1,17
666,ARS,4,45,25,13,8,2,7
667,BUR,2,73,12,2,2,4,15
668,AST,0,74,28,8,12,5,12
669,LUT,4,44,13,12,10,0,19
670,BHA,1,75,12,7,11,1,21
671,BHA,1,28,18,9,18,0,19
672,BRE,0,31,18,15,11,7,21
673,BRE,4,51,12,12,7,0,15
674,BUR,3,26,17,6,19,1,18
675,ARS,1,39,15,15,13,0,8
676,AST,1,43,10,9,18,2,13
677,MUN,4,23,17,1,20,3,18
678,NEW,4,18,15,15,13,2,20
679,MCI,1,17,27,8,16,5,19
680,EVE,1,51,12,12,19,3,9
681,WES,0,46,15,5,20,5,15
682,BOU,3,36,23,15,14,5,11
683,NEW,1,72,25,23,9,3,19
684,CHE,2,67,13,13,3,4,20
685,MUN,4,18,22,12,2,1,19
686,BHA,4,27,17,13,19,0,22
687,ARS,0,56,20,15,7,7,7
688,WES,3,45,10,6,11,6,21
689,MUN,0,68,25,21,9,0,19
690,LIV,1,66,27,24,20,4,8
691,WOL,0,30,26,23,8,3,20
692,AST,1,57,27,23,4,2,10
693,BHA,0,40,16,15,3,5,13
694,NEW,0,41,29,23,13,6,18
695,WOL,1,20,23,20,10,5,11
696,CRY,0,52,23,15,17,0,18
697,MUN,3,61,16,15,5,3,7
698,BHA,3,70,12,6,3,2,18
699,ARS,3,49,29,11,16,1,7
700,BRE,2,29,18,2,6,6,14
701,BUR,1,15,29,3,4,1,6
702,CHE,4,63,14,11,13,5,6
