105,MCI,3,30,20,15,5,17
106,EVE,2,18,1,14,1,19
107,WOL,1,11,11,10,7,21
108,BUR,1,30,20,12,3,16
109,BHA,1,14,9,7,1,14
110,CRY,4,25,17,8,6,18
111,LUT,4,14,13,8,2,7
112,ARS,2,21,18,19,6,6
113,MUN,2,12,7,16,7,12
114,WES,0,10,9,12,5,21
115,FUL,3,25,21,13,5,21
116,TOT,3,11,2,11,2,21
117,BRE,3,18,7,9,5,18
118,SHE,1,23,1,4,2,22
119,BRE,3,13,6,9,0,22
120,NEW,0,10,9,3,5,14
121,EVE,2,13,3,13,2,13
122,LUT,0,26,16,20,2,22
123,FUL,2,24,13,5,7,14
124,NOT,1,20,13,7,3,20
125,MCI,1,20,3,7,7,18
126,RVA,0,43,10,2,16,5
127,VAL,4,70,30,23,15,1
128,GIR,4,22,21,3,9,0
129,MAL,2,72,26,3,9,4
130,RMA,2,53,25,1,5,4
131,OSA,4,21,28,9,4,0
132,BET,1,26,13,9,8,7
133,BAR,2,44,12,9,9,6
134,ALA,0,74,23,13,9,3
135,GRA,2,17,15,1,14,1
136,VIL,3,73,28,11,13,2
137,LAS,0,43,18,1,9,5
138,CEL,3,63,12,5,16,4
139,RMA,3,45,19,11,9,6
140,ATH,3,20,28,22,8,2
141,GET,0,15,17,6,2,5
142,CDI,0,56,30,7,14,2
143,ATM,1,19,21,19,17,2
144,SEV,3,22,26,9,9,6
145,RVA,1,17,12,3,20,7
146,SOC,4,71,12,4,10,1
147,RMA,0,37,21,14,18,5
148,ALM,4,49,14,1,8,6
149,MAL,1,59,21,6,12,6
150,GIR,3,32,29,6,6,3
151,BAR,1,28,13,9,17,5
152,OSA,0,20,16,14,3,1
153,BET,4,75,15,4,11,0
154,ALA,4,64,15,13,5,4
155,ATM,4,41,24,22,10,7
156,VIL,0,49,28,25,3,0
157,CEL,0,42,30,2,13,5
158,GRA,1,24,11,11,15,1
159,GET,0,73,13,4,4,1
160,VAL,4,20,19,16,7,6
161,RVA,3,53,17,9,18,7
162,LAS,1,24,11,5,20,5
163,ATH,1,37,29,4,4,2
164,BAR,0,15,29,3,10,1
165,SEV,1,56,23,9,11,3
166,RMA,4,22,29,9,12,3
167,CDI,1,62,22,19,15,2
168,ATM,1,31,19,15,13,2
169,MAL,0,71,14,3,7,7
170,BET,3,39,25,17,2,5
171,OSA,3,21,17,8,7,1
172,ALM,1,20,13,13,9,0
173,LAS,2,15,16,8,8,3
174,SOC,1,47,24,21,9,6
175,GIR,0,54,28,16,10,6
176,ATH,1,51,16,8,13,4
177,MAL,1,53,26,17,16,4
178,SEV,0,16,11,1,19,6
179,CEL,4,39,16,14,3,0
180,VAL,1,28,28,18,20,0
181,GET,2,35,24,4,16,6
182,VIL,0,26,28,21,17,2
183,GRA,4,39,21,7,12,7
184,CDI,4,56,24,19,5,7
185,RMA,0,43,27,27,9,5
186,ALM,2,22,23,9,5,4
187,BAR,3,72,19,3,16,6
188,GIR,3,33,22,8,20,5
189,GET,0,41,27,2,7,3
190,UDI,2,67,30,24,4,6
191,SOC,1,43,21,9,5,4
192,RVA,2,26,13,1,10,4
193,BET,3,48,28,22,3,4
194,ALA,4,24,23,6,10,0
195,ATM,2,38,11,9,18,4
196,SEV,3,59,18,2,16,7
197,VIL,0,15,21,12,18,1
198,MAL,2,74,20,11,17,7
199,RMA,0,71,10,10,8,5
200,ATH,1,55,26,25,10,3
201,GRA,0,51,23,8,6,5
202,OSA,2,34,11,7,3,4
203,VAL,2,42,25,4,18,0
204,CDI,0,72,18,16,2,2
205,CEL,0,75,13,3,3,5
206,ALM,4,70,15,5,10,3
207,GIR,3,41,28,21,11,5
208,OSA,2,56,30,9,20,7
209,VAL,4,70,27,8,13,0
210,RVA,0,61,27,10,6,3
211,LAS,3,44,14,5,12,1
212,SOC,3,45,17,11,18,0
213,BET,0,36,14,10,13,0
214,GET,2,54,20,15,2,5
215,BAR,1,72,11,3,8,0
216,GRA,3,25,11,10,10,1
217,MAL,2,35,24,10,5,3
218,BET,3,30,20,16,10,1
219,RMA,1,73,21,4,5,0
220,ATM,1,16,18,18,17,4
221,RVA,4,39,24,3,18,1
222,ALM,0,54,19,8,7,2
223,ALA,3,41,16,2,14,3
224,ATH,1,23,11,1,12,1
225,CDI,1,28,18,13,5,6
226,BAY,3,53,25,19,4,0
227,FRE,2,41,12,3,4,1
228,LPZ,2,37,18,5,2,4
229,BOC,3,72,23,3,3,2
230,GLA,0,15,19,13,20,1
231,HEI,3,19,23,13,3,1
232,KOL,2,66,12,11,5,6
233,MAI,4,45,12,7,9,6
234,DAM,3,60,12,3,7,7
235,STU,2,57,27,23,10,2
236,HOF,0,71,25,8,17,5
237,UNI,0,15,27,15,6,2
238,WSB,1,49,14,12,6,4
239,BRM,3,54,10,3,17,6
240,DOR,2,15,28,16,19,6
241,LEV,2,25,22,19,3,3
242,FRK,4,47,15,5,18,6
243,AUG,2,63,22,21,3,7
244,HEI,4,38,24,15,2,7
245,WSB,4,29,10,3,13,5
246,DAM,2,69,27,2,10,2
247,MAI,1,27,16,2,7,1
248,BOC,0,37,30,13,19,3
249,FRE,1,54,10,1,16,3
250,BAY,3,49,15,11,4,1
251,KOL,2,35,13,4,3,3
252,LPZ,2,21,22,21,2,5
253,LEV,3,62,29,3,3,5
254,STU,2,69,21,4,3,3
255,AUG,3,57,30,25,7,7
256,HOF,4,17,20,18,13,4
257,DOR,2,24,14,4,6,6
258,UNI,0,21,13,4,11,2
259,FRK,2,57,19,10,13,2
260,BRM,3,33,16,11,9,5
261,GLA,4,62,26,21,15,6
262,DAM,0,70,22,10,12,0
263,MAI,0,30,19,4,11,6
264,BOC,3,32,30,29,9,2
265,WSB,4,64,19,14,19,1
266,LPZ,3,26,13,7,10,5
267,HOF,3,15,29,23,16,5
268,KOL,4,17,23,21,9,5
269,HEI,1,66,24,4,14,6
270,FRE,2,63,23,9,6,0
271,DOR,0,48,10,5,12,6
272,UNI,1,64,28,3,4,0
273,STU,4,53,16,10,11,5
274,FRK,0,45,12,11,16,2
275,GLA,2,29,23,9,7,6
276,LEV,0,42,18,1,3,5
277,BAY,3,53,16,11,17,2
278,BRM,2,49,26,25,13,5
279,AUG,3,20,20,17,4,0
280,MAI,3,59,11,8,14,6
281,DAM,3,16,12,6,12,2
282,WSB,1,55,25,19,20,1
283,UNI,1,67,20,3,13,5
284,BOC,2,40,29,22,5,7
285,HOF,3,55,12,11,5,4
286,SOC,0,59,27,24,16,4
287,FRE,1,50,24,1,6,0
288,HEI,0,68,23,15,5,0
289,BAY,0,64,17,1,17,0
290,BOC,4,51,20,16,17,6
291,FRK,1,50,27,23,12,5
292,MAI,1,74,22,11,4,3
293,BOC,4,67,18,14,13,4
294,STU,4,31,27,18,6,1
295,BRM,3,40,25,21,20,5
296,WSB,2,26,21,15,19,0
297,HEI,4,15,18,11,16,3
298,KOL,2,23,18,4,12,6
299,KOL,1,43,22,2,12,0
300,FRK,4,25,14,12,20,7
301,KOL,3,35,15,7,4,2
302,HEI,3,50,17,16,8,6
303,KOL,1,28,19,1,17,3
304,FRE,3,31,21,12,17,1
305,BAY,0,35,24,6,13,2
306,DOR,2,51,20,8,12,4
307,AUG,3,69,12,2,2,2
308,LEV,0,17,27,19,12,0
309,BOC,3,48,26,4,10,2
310,LPZ,2,34,29,10,9,0
311,HOF,0,28,25,6,11,1
312,STU,4,69,23,3,20,5
313,HEI,1,48,14,7,10,7
314,LPZ,2,60,23,10,13,7
315,HOF,0,45,30,30,2,5
316,CDI,2,24,20,4,9,0
317,ALM,4,30,30,6,19,1
318,ALA,0,19,11,3,6,2
319,RVA,0,24,11,11,13,2
320,BAR,4,24,22,14,13,4
321,ATM,4,21,30,5,12,1
322,VIL,2,15,13,3,9,5
323,CDI,2,69,27,13,14,2
324,ATM,2,68,28,13,10,1
325,OSA,3,21,23,14,13,3
326,RVA,3,70,15,14,12,7
327,CDI,2,23,29,16,18,5
328,CEL,3,21,28,5,15,6
329,LAS,4,28,22,12,6,6
330,VIL,0,20,29,17,13,4
331,ALA,0,44,25,10,5,2
332,GIR,4,75,23,18,11,7
333,ATH,2,55,28,28,17,0
334,GRA,1,72,30,13,19,2
335,GRA,4,40,22,4,9,0
336,RMA,1,16,15,7,12,5
337,VIL,1,71,16,3,5,3
338,BAR,2,52,21,15,8,1
339,CDI,0,48,21,8,17,3
340,VAL,3,29,29,22,2,7
341,GRA,0,18,14,1,7,5
342,ATH,2,43,18,9,9,6
343,BAR,2,27,23,17,12,0
344,ATH,1,45,21,7,14,3
345,OSA,1,57,24,9,9,7
346,LOR,2,43,24,5,3,5
347,PSG,4,38,21,6,5,2
348,OLY,1,49,23,22,6,6
349,OCN,0,49,20,13,19,6
350,OLM,0,52,13,4,16,0
351,OCN,3,15,24,22,5,0
352,RCL,0,17,11,10,15,6
353,SDR,0,35,28,27,5,1
354,CFA,2,17,25,20,17,0
355,LOR,0,57,14,11,13,5
356,RCA,1,67,20,7,15,2
357,RCA,3,15,29,7,11,5
358,TOL,4,30,24,8,15,5
359,SRF,1,51,21,18,20,5
360,CFA,2,31,30,27,8,5
361,OLY,4,56,15,12,14,0
362,MSC,0,58,14,14,6,2
363,OLY,3,42,18,9,14,5
364,RCL,4,18,10,5,6,1
365,MSC,1,25,25,16,18,4
366,RCA,2,26,14,4,11,1
367,LOR,0,67,20,3,16,6
368,PSG,0,36,23,12,16,6
369,SDR,0,37,25,19,11,1
370,SRF,3,63,13,3,18,3
371,SRF,3,73,28,13,10,7
372,CFA,1,38,30,15,13,3
373,FCN,4,27,19,16,17,7
374,FCM,0,22,11,6,4,5
375,CFA,0,55,26,9,3,7
376,LOS,3,27,22,9,8,0
377,LOR,4,73,10,4,20,1
378,LOS,4,59,28,14,18,1
379,PSG,4,31,27,17,20,7
380,RCA,1,32,16,9,8,0
381,CFA,4,53,20,10,13,7
382,CFA,0,72,23,8,17,6
383,SBR,3,47,10,9,7,5
384,LHA,3,51,27,13,5,2
385,RCL,3,45,14,9,7,6
386,RCL,4,71,10,6,15,2
387,OLY,2,33,14,10,7,1
388,PSG,3,37,13,1,13,0
389,RCL,3,55,21,11,20,2
390,SRF,2,67,30,12,17,2
391,SRF,1,27,16,11,5,1
392,FCN,1,41,28,24,3,4
393,LHA,1,39,20,17,14,6
394,OLM,2,40,28,21,8,5
395,OLY,2,39,25,24,4,7
396,OCN,2,65,23,13,19,6
397,FCN,0,40,25,1,2,0
398,PSG,0,45,22,19,6,1
399,RCL,2,60,14,1,15,7
400,LOR,0,37,13,1,18,2
401,SDR,2,22,22,18,2,6
402,LOR,2,71,10,7,16,0
403,RCA,4,24,27,5,19,4
404,LOS,1,42,30,17,9,6
405,PSG,2,54,30,12,7,0
406,FCM,4,20,14,11,20,3
407,MSC,0,16,26,20,5,1
408,OCN,4,58,27,13,18,2
409,OLY,2,75,21,17,5,3
410,LHA,3,45,17,17,16,0
411,SBR,0,49,23,18,20,5
412,SRF,1,61,30,27,13,3
413,FCM,1,63,25,14,13,1
414,FCN,2,19,24,4,7,4
415,LOS,1,26,23,16,12,0
416,OLM,1,35,20,4,3,5
417,RCL,2,75,16,5,8,7
418,SBR,4,30,11,11,11,7
419,ASM,1,38,17,13,20,2
420,CFA,1,44,16,2,17,3
421,SRF,1,47,30,12,12,4
422,FCN,4,46,17,16,12,1
423,FCM,2,60,13,7,3,5
424,LHA,2,68,24,12,12,2
425,OLY,4,17,17,10,9,6
426,OCN,1,74,14,9,8,2
427,SRF,4,74,30,12,20,5
428,CFA,0,64,23,23,20,4
429,LHA,2,55,29,21,18,6
430,RCL,1,45,24,17,14,7
431,SBR,2,27,18,17,15,5
432,SBR,3,30,18,7,17,1
433,ASM,1,59,11,10,8,2
434,CFA,3,59,13,7,14,6
435,BRE,0,24,15,6,8,0
436,CHE,1,17,25,5,20,6
437,MCI,1,73,14,6,10,6
438,ARS,2,48,26,1,6,0
439,MCI,1,68,17,10,7,7
440,EVE,3,18,16,9,6,2
441,LIV,1,57,18,18,3,1
442,MUN,0,74,30,12,8,3
443,WOL,3,74,19,10,4,5
444,LUT,4,63,23,13,3,6
445,MUN,3,25,11,8,8,2
446,MUN,2,22,18,9,9,1
447,WOL,3,19,18,7,20,0
448,WES,2,18,18,17,15,5
449,NOT,0,17,12,10,10,7
450,SHE,2,56,25,11,6,3
451,LUT,3,61,21,9,16,5
452,CHE,1,38,30,26,10,5
453,ARS,2,21,24,12,2,3
454,BRE,1,16,28,10,2,4
455,MCI,4,41,17,12,7,2
456,CHE,4,75,24,4,20,2
457,TOT,1,67,18,8,18,5
458,CHE,2,48,22,4,20,1
459,EVE,2,36,11,1,17,3
460,AST,1,74,23,5,10,7
461,SHE,1,50,21,9,20,5
462,NOT,1,24,26,17,20,0
463,WOL,2,39,16,12,7,1
464,CHE,3,36,13,4,7,4
465,CHE,0,39,22,19,8,6
466,BHA,1,67,22,6,14,3
467,TOT,3,68,12,10,17,1
468,AST,4,27,11,4,18,1
469,BRE,3,33,29,12,4,4
470,TOT,0,48,27,7,10,3
471,MCI,1,26,12,11,18,4
472,CHE,4,62,28,1,20,1
473,LIV,3,48,18,3,5,7
474,NOT,3,40,21,6,9,7
475,CRY,4,50,18,13,13,3
476,WES,2,74,27,9,12,2
477,NEW,4,69,15,2,10,6
478,SHE,0,50,21,1,10,6
479,LUT,4,66,18,13,11,2
480,NEW,0,40,10,9,14,6
481,CHE,4,40,22,5,17,3
482,BOU,3,18,25,25,15,3
483,BRE,4,54,14,1,16,6
484,NEW,2,71,25,22,15,4
485,AST,1,37,27,13,3,4
486,LIV,4,18,21,11,11,4
487,WES,3,36,14,3,16,6
488,LIV,1,70,12,7,15,7
489,MUN,2,31,19,18,12,0
490,ARS,0,33,27,16,4,7
491,WES,0,53,26,22,6,5
492,LIV,0,54,23,20,18,1
493,TOT,3,38,27,15,18,5
494,AST,1,21,14,3,10,4
495,CHE,1,72,30,10,18,2
496,EVE,2,64,14,10,5,2
497,BOU,2,60,20,14,16,3
498,BUR,1,65,29,12,17,4
499,ARS,2,37,12,6,2,5
500,BUR,2,74,12,5,12,0
501,FUL,0,26,23,4,11,3
502,BRE,0,68,11,3,13,0
503,BHA,0,37,29,10,5,1
504,WES,0,64,24,15,3,4
505,EVE,2,34,18,9,18,0
506,NEW,2,22,26,20,11,0
507,LIV,1,48,11,9,13,2
508,ARS,1,65,17,12,9,4
509,MCI,2,29,21,8,20,3
510,BOU,2,20,30,22,13,7
511,LUT,2,37,10,6,10,7
512,AST,1,73,25,12,12,1
513,NEW,2,42,18,17,9,6
514,WES,4,19,24,3,8,7
515,NOT,2,33,23,5,4,7
516,LUT,3,57,22,8,16,0
517,SHE,1,60,17,5,7,1
518,NEW,3,43,27,26,14,4
519,NEW,1,42,18,9,11,2
520,TOT,4,48,25,24,4,1
521,TOT,4,33,28,23,4,4
522,TOT,1,61,22,6,15,7
523,NEW,0,49,22,16,16,4
524,LIV,0,40,26,9,17,5
525,CRY,1,41,29,6,18,1
526,BRE,2,53,30,5,7,7
527,WES,2,39,29,22,14,7
528,LUT,1,47,24,4,4,3
529,CRY,2,59,21,13,2,2
530,WES,2,66,28,11,3,7
531,BHA,3,55,30,2,9,7
532,BOU,3,45,24,8,16,6
533,NEW,0,50,13,4,5,2
534,MCI,3,20,14,10,11,1
535,FUL,3,37,24,12,9,2
536,EVE,3,47,28,24,6,6
537,CRY,3,72,23,3,18,5
538,NEW,1,68,19,9,2,4
539,AST,1,42,20,13,19,5
540,WOL,4,60,13,6,12,6
541,MCI,1,38,11,5,20,2
542,TOT,4,32,20,3,20,4
543,EVE,0,26,30,14,19,1
544,CHE,2,63,15,11,13,4
545,WES,2,39,10,7,5,1
546,AST,1,63,29,24,11,5
547,ARS,1,25,16,13,11,3
548,ARS,3,20,10,3,17,0
549,LUT,0,53,16,13,17,5
550,MCI,4,56,13,2,13,3
551,BOU,0,37,20,1,7,4
552,TOT,0,20,30,27,13,4
553,AST,3,33,21,5,15,4
554,NOT,1,49,16,15,17,3
555,MCI,0,19,23,8,4,5
556,EVE,2,31,27,19,13,0
557,NOT,1,32,23,18,17,4
558,TOT,2,53,10,3,17,2
559,BUR,3,45,13,5,2,5
560,BRE,0,65,13,12,18,0
561,FUL,4,23,22,15,19,7
562,BUR,2,47,18,16,12,3
563,FUL,3,26,27,6,13,7
564,NEW,1,22,18,7,20,5
565,LUT,3,46,10,6,20,6
566,AST,4,55,25,19,14,2
567,WOL,2,53,10,10,11,4
568,BHA,2,34,16,16,4,4
569,NOT,4,74,17,12,10,0
570,CHE,4,17,28,17,7,4
571,MUN,3,74,15,13,5,5
572,BHA,3,64,19,1,8,4
573,NEW,4,66,25,24,16,6
574,BRE,2,39,15,12,8,3
575,BRE,0,56,11,10,14,6
576,BHA,4,19,27,1,8,2
577,EVE,4,28,30,19,20,3
578,SHE,2,68,27,27,16,7
579,WOL,1,23,30,28,2,0
580,BUR,2,52,23,12,2,5
581,CHE,4,39,23,3,3,3
582,NOT,0,23,21,2,20,2
583,CHE,0,58,26,11,14,6
584,AST,4,29,30,24,9,7
585,BOU,2,54,20,18,18,3
586,NOT,1,53,15,13,20,7
587,SHE,0,63,21,6,13,0
588,NEW,1,48,15,12,10,7
589,BOU,0,45,19,19,2,0
590,NOT,1,51,25,23,19,7
591,LIV,0,72,14,10,7,2
592,BHA,2,61,24,16,18,2
593,NOT,2,54,11,1,2,1
594,MUN,4,74,16,6,13,5
595,WOL,3,64,16,8,11,6
596,WES,1,22,21,12,13,7
597,NEW,2,17,11,1,16,4
598,BRE,2,55,10,8,16,1
599,BHA,0,58,27,3,16,0
600,CRY,4,38,20,8,18,4
601,LIV,0,24,19,6,9,7
602,TOT,4,44,11,8,5,1
603,NEW,2,24,15,8,6,1
604,TOT,3,16,18,13,11,3
605,ARS,4,49,21,2,2,5
606,BHA,2,66,25,14,17,5
607,MUN,3,40,21,15,10,5
608,EVE,3,65,25,17,4,7
609,ARS,4,75,18,3,15,1
610,WOL,3,39,30,29,13,5
611,BOU,3,37,12,8,12,4
612,BUR,4,74,29,1,17,7
613,BOU,1,15,15,12,5,2
614,BOU,1,48,29,9,10,7
615,NOT,2,45,29,17,12,6
616,LIV,2,52,19,9,19,5
617,NOT,3,46,16,4,2,4
618,NOT,2,18,22,1,18,2
619,LIV,3,47,15,15,2,2
620,WES,2,66,14,11,2,4
621,CHE,3,75,13,5,8,3
622,SHE,1,15,23,1,12,7
623,TOT,1,51,27,22,2,2
624,WOL,0,65,10,6,9,1
625,SHE,2,23,18,13,11,0
626,WOL,2,33,27,25,10,2
627,AST,0,28,21,19,2,1
628,CHE,0,61,26,20,3,3
629,ARS,3,27,27,18,17,4
630,AST,1,16,18,9,7,2
631,WES,4,26,13,2,20,0
632,LIV,4,51,10,3,14,6
633,CRY,0,35,30,20,9,0
634,LIV,0,30,24,9,8,5
635,SHE,3,60,18,17,18,3
636,BUR,1,69,26,24,5,4
637,WOL,4,15,14,6,18,2
638,AST,4,15,30,6,11,4
639,BOU,0,22,16,11,6,7
640,WES,2,44,17,14,11,5
641,CHE,2,37,22,16,14,1
642,ARS,2,38,23,10,3,4
643,WOL,2,46,21,16,17,5
644,BOU,3,15,20,8,2,5
645,BRE,3,19,29,18,12,3
646,WOL,1,66,14,8,12,0
647,NOT,0,37,22,13,15,5
648,MUN,2,68,11,8,9,7
649,LIV,1,38,16,14,16,0
650,BRE,4,48,19,4,13,7
651,SHE,2,41,30,14,5,0
652,MCI,2,74,28,12,3,2
653,WOL,0,21,29,16,12,1
654,BUR,1,16,23,14,20,0
655,CRY,4,18,10,2,4,7
656,NOT,2,25,15,10,14,6
657,EVE,3,67,15,12,3,4
658,WES,0,67,26,18,17,7
659,LIV,0,59,16,2,18,6
660,LUT,4,21,21,7,7,6
661,LIV,2,69,11,4,5,4
662,WES,4,32,20,15,18,6
663,BOU,3,16,29,25,3,0
664,WES,4,70,15,13,16,1
665,MUN,2,45,10,9,19,2
666,FUL,2,43,21,7,10,1
667,FUL,0,21,18,18,2,0
668,BHA,4,56,26,11,11,7
669,CHE,1,36,20,1,8,2
670,FUL,1,71,21,12,8,2
671,NEW,3,72,13,2,18,4
672,SHE,1,40,26,8,10,0
673,FUL,3,34,12,1,20,1
674,CHE,4,18,10,7,2,2
675,MCI,2,39,17,9,3,1
676,BOU,4,52,20,17,16,1
677,FUL,3,72,19,10,2,3
678,SHE,2,38,29,25,13,6
679,TOT,0,58,18,2,8,6
680,ARS,2,65,28,12,19,3
681,TOT,1,72,28,4,16,2
682,ARS,4,25,20,4,16,2
683,CHE,3,31,27,20,20,2
684,LIV,0,32,23,14,8,3
685,SHE,0,19,25,21,20,5
686,ARS,1,67,20,4,15,2
687,LIV,1,48,27,12,6,6
688,WOL,3,40,21,14,4,2
689,TOT,0,49,25,1,16,1
690,BRE,1,74,13,2,6,4
691,ARS,2,63,19,3,2,6
692,BHA,1,23,14,14,2,1
693,WES,2,67,25,4,2,5
694,SHE,4,64,15,7,20,6
695,MCI,0,49,17,17,6,3
696,NOT,3,62,13,13,6,5
697,CHE,0,45,11,5,13,3
698,BOU,4,31,22,13,20,5
699,SHE,0,41,30,7,3,2
700,SHE,4,55,18,15,18,0
701,CRY,1,60,12,5,3,6
702,BHA,4,21,29,9,14,1
703,MCI,3,65,14,9,19,6
704,CRY,1,71,24,15,19,3
705,NEW,4,24,11,5,19,7
706,ARS,4,37,18,18,18,5
707,TOT,1,64,26,17,13,6
708,MUN,2,23,24,12,12,0
709,NEW,0,74,18,8,4,3
710,BUR,4,17,28,12,8,5
711,BOU,4,60,20,5,2,6
712,WOL,4,37,10,6,18,6
713,MCI,1,57,26,2,14,2
714,CRY,2,18,26,8,3,0
715,NOT,1,19,13,11,4,2
716,SHE,0,46,13,8,3,0
717,BRE,4,23,26,17,19,5
718,TOT,3,30,15,11,19,0
719,BRE,4,55,10,6,16,6
720,ARS,2,30,17,1,4,0
721,LUT,0,68,27,21,6,3
722,BUR,2,41,24,3,4,7
723,CHE,2,42,28,23,2,2
724,CHE,3,17,30,18,10,3
725,NEW,1,35,27,18,9,4
726,AST,4,49,18,10,17,5
727,ARS,4,40,25,4,17,4
728,EVE,2,49,27,11,10,5
729,ARS,1,27,28,6,2,6
730,MCI,4,39,30,24,12,0
731,LIV,3,30,27,1,13,2
732,WES,4,43,29,16,20,1
733,SHE,1,34,26,24,14,1
734,WOL,0,43,25,2,8,6
735,WES,3,70,26,15,18,3
736,MUN,0,40,17,10,14,1
737,MCI,3,46,29,9,17,2
738,MUN,2,56,18,11,11,2
739,TOT,1,26,22,13,19,5
740,ARS,3,15,13,11,12,0
741,MUN,4,45,23,16,16,6
742,BRE,2,41,21,10,17,1
743,CRY,2,44,29,26,16,0
744,SHE,4,34,27,4,4,1
745,TOT,4,18,29,2,5,5
746,WOL,4,64,15,4,16,4
747,NEW,4,64,28,28,16,7
748,TOT,0,27,10,9,17,0
749,CHE,1,69,20,1,14,2
750,WES,4,47,26,16,8,5
751,WOL,0,23,22,6,20,6
752,NOT,1,30,30,27,5,6
753,AST,3,29,25,21,3,6
754,AST,4,62,20,4,9,7
755,SHE,4,70,20,19,8,2
756,AST,1,15,18,16,13,7
757,EVE,0,60,20,17,7,1
758,MUN,1,28,22,16,9,4
759,MUN,4,44,15,13,11,0
760,CRY,0,53,20,19,2,2
761,AST,1,61,28,5,10,2
762,SHE,4,32,27,2,7,6
763,BOU,1,50,12,9,20,6
764,LIV,3,19,11,6,2,7
765,BUR,3,53,26,5,8,0
766,TOT,1,48,24,24,17,5
767,EVE,2,74,26,10,16,6
768,BUR,4,15,10,6,19,1
769,LUT,2,47,16,9,17,2
770,CHE,4,35,19,3,4,3
771,WOL,3,15,19,13,9,5
772,BHA,1,24,28,22,7,4
773,ARS,0,66,10,3,9,4
774,BHA,2,69,10,3,16,0
775,NOT,1,18,15,14,11,6
776,BRE,1,31,28,20,10,7
777,NOT,1,67,24,18,12,1
778,MCI,2,16,10,2,2,3
779,BOU,2,21,30,4,10,4
780,LUT,4,25,14,2,7,4
781,MUN,1,59,28,14,12,5
