113,chi002,2,78,0,0,4
114,pol003,23,72,1,0,5
114,sui005,41,76,0,1,5
114,swe006,33,78,0,1,8
115,gha002,17,64,1,0,8
116,bur001,34,85,1,0,5
116,pol004,11,76,0,1,5
116,mar003,17,73,0,1,5
117,egy002,30,65,0,1,4
117,aut005,1,50,0,0,5
118,slo001,41,72,0,0,4
118,slo002,7,52,1,1,9
118,ukr005,16,49,0,0,4
118,mne004,3,65,1,0,6
118,bra017,41,77,1,0,4
119,eng042,4,57,0,0,9
119,nor002,29,70,0,1,7
119,col005,39,71,1,0,8
119,svk004,44,74,0,0,6
119,cro005,41,89,1,0,6
119,mar004,37,82,1,1,9
119,ukr006,28,58,0,1,9
120,bra018,42,74,1,1,4
120,chi003,44,84,1,1,7
120,sco001,29,86,0,1,5
120,wal002,1,43,1,1,9
120,srb001,29,77,0,1,9
121,pol005,24,89,1,0,6
121,fra019,19,90,1,1,6
122,wal003,43,84,0,0,5
122,aut006,44,90,0,0,7
122,sco002,2,73,0,1,7
122,aut007,32,67,1,0,5
123,ecu003,4,77,0,0,8
123,uru008,25,90,0,1,8
124,cro006,7,90,0,1,9
125,cmr003,8,39,0,0,9
125,jap002,41,81,1,0,7
125,ecu004,43,88,0,1,5
126,col006,6,88,0,1,4
126,bel004,34,72,0,0,5
126,cmr004,11,71,1,1,5
127,bel005,33,85,0,1,5
127,aut008,6,50,0,0,6
127,sco003,15,86,1,0,4
128,srb002,9,63,1,1,9
129,jap003,7,58,0,0,8
130,por013,24,67,0,0,5
130,nor003,27,62,0,1,4
131,kor003,41,72,1,1,9
131,por014,9,49,1,0,7
131,mar005,3,82,1,1,6
131,den003,12,87,0,0,7
132,nor004,15,88,1,0,4
132,pol006,3,74,1,1,7
132,srb003,39,73,1,0,4
134,sen003,22,83,1,0,9
135,cmr005,11,60,0,0,5
135,ukr007,11,64,0,0,8
135,ger028,31,81,0,0,4
135,pol007,37,76,0,0,5
135,por015,33,84,1,0,7
136,chi004,30,74,1,1,8
136,slo003,22,62,0,1,9
137,fra020,29,69,1,1,5
137,ecu005,2,47,0,1,7
137,pol008,30,66,1,1,6
138,cmr006,30,63,1,0,4
139,cro007,4,66,0,1,8
139,jap004,33,68,1,0,4
140,tur001,13,71,0,1,9
140,sen004,31,87,1,1,4
141,can004,26,87,1,1,6
141,wal004,6,45,0,1,8
142,eng043,12,43,0,1,6
142,cmr007,14,58,0,1,8
142,ger029,7,61,1,0,8
143,eng044,44,88,0,0,7
144,sen005,21,59,1,0,4
144,ecu006,39,70,1,1,7
145,svk005,16,90,1,1,4
145,ger030,34,70,1,1,9
146,ukr008,25,67,1,1,6
146,mar006,37,77,0,0,4
146,bra019,29,63,1,0,4
147,ita010,12,44,1,0,6
147,cmr008,2,76,0,1,6
148,jap005,16,65,0,1,5
148,kor004,40,70,1,1,8
148,por016,11,74,0,0,5
149,slo004,6,53,1,1,8
151,egy003,2,82,0,0,8
151,den004,27,64,1,0,7
151,cro008,6,55,1,0,8
151,swe007,35,90,0,1,9
152,gha003,42,89,1,1,6
152,sco004,17,47,0,0,9
152,arg013,31,85,0,0,8
152,ukr009,12,79,0,0,8
153,tur002,10,61,1,0,9
153,mar007,11,61,1,0,7
153,fra021,37,68,0,0,8
153,sco005,13,51,1,0,9
154,sco006,40,87,0,0,4
154,den005,10,57,0,1,4
154,jap006,42,90,1,0,5
154,mne005,28,67,1,1,8
155,srb004,19,72,1,1,7
155,uru009,30,68,1,1,9
155,den006,13,73,0,0,4
155,esp019,23,81,1,1,9
156,sco007,14,84,1,1,9
156,chi005,29,63,1,0,9
156,ger031,11,66,1,1,4
157,ukr010,42,73,0,0,7
157,bur002,29,84,1,0,4
157,wal005,33,90,1,1,7
158,slo005,1,65,1,0,6
158,arg014,10,56,0,1,5
158,fra022,27,57,1,0,7
159,mar008,0,43,0,1,5
159,aut009,26,79,0,1,4
159,jap007,32,89,0,0,5
159,tur003,43,77,1,1,5
159,ned013,39,77,0,1,6
160,sui006,34,66,0,0,7
160,swe008,33,77,1,0,7
160,tur004,31,79,1,0,5
160,ned014,38,75,1,1,7
160,bel006,1,44,0,0,9
160,ned015,4,70,0,0,5
161,cro009,38,77,1,1,8
161,aut010,3,60,0,1,8
161,den007,44,81,0,1,7
161,ger032,17,56,1,0,5
162,svk006,15,47,0,0,6
162,arg015,35,66,0,0,6
162,chi006,17,90,1,0,4
162,ita011,28,75,0,1,7
163,eng045,8,69,1,0,6
164,sco008,13,59,0,1,4
164,den008,23,53,0,1,6
164,kor005,2,46,1,1,8
165,slo006,27,85,1,0,8
165,aut011,7,52,0,1,6
167,kor006,17,82,0,1,9
167,arg016,21,74,0,1,6
168,sco009,29,67,1,0,8
168,can005,33,74,1,0,4
169,esp020,17,63,1,0,8
169,srb005,25,82,0,1,7
169,bra020,6,51,1,0,8
169,ita012,29,67,0,1,5
169,sen006,28,78,0,0,5
170,swe009,13,90,1,1,9
170,slo007,14,52,0,0,6
171,cmr009,42,77,0,1,4
171,jap008,36,80,0,1,9
171,ecu007,19,82,0,1,9
171,bra021,14,88,1,0,8
171,egy004,23,76,1,0,6
173,slo008,10,78,1,0,4
173,srb006,8,69,1,1,8
173,bur003,5,75,1,1,8
173,por017,38,76,1,0,8
173,col007,25,88,1,1,6
174,bur004,7,89,0,0,8
174,jap009,26,89,0,0,4
176,eng046,5,67,0,1,7
176,ger033,40,77,0,1,6
176,ita013,15,68,0,1,7
177,cro010,19,70,0,0,6
177,mne006,20,85,1,0,8
177,aut012,25,84,0,0,4
178,nor005,31,73,0,0,4
179,tur005,28,68,0,1,7
179,eng047,2,86,1,0,4
179,swe010,25,67,0,1,4
180,bel007,30,66,0,0,4
180,ned016,5,74,1,0,6
181,esp021,13,47,0,0,9
181,por018,21,67,1,1,9
181,col008,43,81,0,1,8
181,hun005,43,87,1,0,9
181,can006,30,78,0,1,5
182,cro011,6,68,0,1,4
182,uru010,22,56,0,0,9
183,cmr010,12,76,1,0,4
183,svk007,4,45,1,1,7
183,sen007,13,43,0,0,7
184,ecu008,40,75,0,1,4
185,cmr011,1,49,1,1,4
185,por019,13,88,1,1,7
185,bra022,7,48,0,0,8
185,swe011,5,64,1,0,7
186,den009,34,76,0,0,4
186,nor006,23,71,1,0,5
186,ecu009,42,73,0,1,6
186,srb007,40,81,1,1,6
187,jap010,11,90,1,1,9
187,por020,30,81,0,1,4
187,arg017,13,63,0,1,9
187,can007,36,69,0,1,6
187,gha004,34,64,1,1,4
187,slo009,4,90,0,0,7
188,egy005,17,80,1,0,4
189,ger034,11,81,1,1,5
190,chi007,36,90,1,0,9
190,jap011,3,51,0,1,6
191,cmr012,17,74,0,1,5
191,eng048,4,81,1,1,9
191,srb008,28,71,1,1,7
191,cmr013,35,77,0,0,5
193,fra023,26,63,0,0,5
193,svk008,11,61,0,1,7
193,jap012,19,50,1,0,4
194,sco010,18,81,1,1,8
194,cmr014,10,86,0,1,6
194,esp022,2,48,0,1,7
194,pol009,27,60,0,0,4
194,aut013,19,54,0,0,7
195,arg018,23,70,0,1,8
195,wal006,14,72,1,1,8
195,ukr011,11,65,1,0,7
196,svk009,43,83,1,0,9
196,den010,25,62,0,0,5
197,ned017,0,81,0,1,8
197,ita014,10,67,1,1,5
197,can008,11,67,1,1,9
197,sen008,14,87,1,1,4
198,mne007,19,57,1,0,8
198,cro012,9,89,1,0,9
199,fra024,5,82,0,0,8
200,hun006,3,84,1,0,7
200,mar009,21,73,0,0,7
201,ecu010,10,70,0,0,9
201,cro013,38,86,1,0,6
201,tur006,28,77,0,1,7
201,cro014,31,79,0,0,7
201,chi008,2,70,1,0,5
202,swe012,28,87,1,1,7
202,egy006,44,85,1,1,7
203,esp023,22,54,1,1,4
203,fra025,17,85,0,0,8
203,wal007,19,73,1,1,8
203,aut014,37,82,1,0,8
203,ukr012,16,66,0,0,4
204,nor007,30,65,0,0,6
204,den011,2,85,1,0,8
204,bur005,1,80,1,1,8
204,esp024,2,88,0,1,8
204,jap013,36,72,1,0,8
204,ukr013,25,72,0,1,9
205,pol010,34,79,1,0,9
205,mar010,16,46,1,1,4
205,swe013,36,78,1,0,6
205,wal008,31,84,1,1,8
205,can009,10,41,0,0,9
205,gha005,11,69,0,0,9
206,swe014,33,88,1,0,7
207,sui007,3,85,0,1,9
207,gha006,23,54,1,0,7
207,tur007,14,86,0,1,7
207,sen009,23,78,0,0,6
208,arg019,23,74,1,1,8
208,gha007,10,65,1,1,9
209,col009,31,85,1,0,5
209,bel008,16,60,1,0,6
209,ita015,16,70,0,1,6
209,jap014,17,58,0,1,6
209,den012,21,57,0,0,9
210,gha008,24,64,1,0,7
210,ita016,0,35,0,0,4
210,eng049,38,88,0,1,9
210,chi009,17,69,0,0,9
211,ita017,37,82,0,0,4
211,eng050,23,64,0,0,5
212,ecu011,34,67,0,0,7
212,kor007,15,72,1,0,7
212,sen010,2,80,1,1,6
213,sui008,35,79,1,0,6
213,bur006,20,78,1,0,4
213,wal009,20,74,0,0,9
213,chi010,11,83,1,1,7
213,ned018,12,80,1,0,9
213,svk010,16,83,1,0,4
213,slo010,15,82,0,1,8
213,bra023,1,38,1,1,9
213,ger035,29,62,1,0,5
214,bur007,38,80,0,0,6
214,ger036,39,83,0,0,4
214,sco011,20,64,1,0,8
214,hun007,39,80,0,0,9
215,ned019,6,79,1,1,8
215,ukr014,31,87,0,1,5
215,mar011,14,75,1,1,6
215,bur008,35,88,0,1,8
216,svk011,1,44,0,0,4
216,tur008,4,64,1,1,9
216,por021,32,62,1,1,9
216,ned020,37,83,0,1,5
216,eng051,31,78,0,1,8
218,sui009,24,77,0,1,7
218,ukr015,32,74,1,1,8
218,cmr015,40,79,0,1,5
219,swe015,9,59,0,1,6
219,bur009,26,62,1,0,5
220,bel009,9,70,1,1,7
220,hun008,26,57,1,1,6
220,ger037,1,73,1,1,8
221,gha009,17,53,1,1,5
221,swe016,2,52,0,0,8
221,mar012,24,61,0,0,5
222,sui010,18,59,1,1,4
222,pol011,39,87,1,1,8
223,bel010,33,67,1,1,9
223,can010,34,89,0,0,9
223,ned021,35,71,1,0,7
224,uru011,9,74,0,1,7
224,can011,16,64,0,1,8
225,slo011,23,77,0,0,8
225,aut015,8,87,1,0,6
225,bur010,11,47,1,1,6
226,ita018,23,89,1,1,7
227,ned022,31,86,0,0,5
229,esp025,15,77,0,0,5
229,srb009,5,81,1,1,9
230,ita019,20,68,0,0,8
230,cro015,14,67,0,0,5
231,slo012,22,66,0,0,7
231,uru012,22,58,0,1,9
231,ger038,19,53,1,1,5
232,eng052,19,61,1,1,7
232,sco012,29,68,0,0,7
233,esp026,35,80,1,0,5
234,nor008,32,90,0,0,5
234,hun009,20,51,0,0,8
235,gha010,19,89,0,0,7
235,ned023,8,60,1,1,7
236,gha011,15,80,1,1,6
236,slo013,29,86,0,1,5
236,cro016,12,63,0,1,4
237,eng053,35,88,0,0,9
237,ita020,30,68,0,0,7
237,den013,15,48,1,0,8
238,cro017,31,74,1,1,4
238,bra024,39,76,1,0,7
239,sco013,8,41,0,1,8
239,aut016,22,71,0,0,4
239,por022,12,57,1,1,6
240,fra026,19,84,1,1,5
240,kor008,6,57,1,0,8
240,sui011,44,79,1,1,8
240,tur009,42,88,0,0,5
240,tur010,15,70,0,0,4
241,bra025,20,60,1,0,4
241,ukr016,30,70,0,0,7
241,ecu012,27,60,0,1,4
242,eng054,12,56,1,0,7
242,mne008,40,70,0,1,8
242,den014,32,68,0,1,8
243,por023,15,73,0,0,9
243,svk012,39,70,1,1,4
243,uru013,9,76,0,0,4
244,aut017,35,84,1,0,9
244,tur011,37,80,0,1,4
244,arg020,6,40,1,0,8
245,can012,16,47,0,0,7
245,mar013,20,61,0,0,6
245,jap015,26,71,0,0,9
246,sco014,40,78,0,1,5
246,fra027,44,79,1,1,5
247,mar014,35,90,0,0,8
247,slo014,3,89,0,1,5
247,ukr017,5,75,0,1,8
247,wal010,16,49,1,0,5
247,jap016,7,52,1,0,9
247,can013,34,82,1,1,6
248,ecu013,32,76,1,1,8
248,bur011,35,73,0,0,9
249,den015,11,59,1,0,4
249,srb010,44,86,1,0,9
249,eng055,33,81,0,1,8
251,mne009,23,65,0,1,8
251,col010,33,66,1,0,5
251,mar015,32,85,0,1,5
251,fra028,20,64,1,1,6
252,hun010,42,89,1,0,9
252,cro018,22,59,1,0,9
252,egy007,26,86,0,1,8
252,aut018,23,83,0,0,4
252,sen011,9,45,1,0,7
253,ger039,22,53,1,1,6
253,ita021,34,73,1,0,5
253,ecu014,4,47,0,0,4
253,pol012,22,85,1,1,8
253,svk013,35,72,0,0,9
253,hun011,29,61,1,0,5
254,aut019,29,68,0,1,7
254,wal011,15,84,1,0,4
254,fra029,0,51,0,0,4
254,col011,35,77,1,0,9
254,cmr016,30,64,1,0,9
255,den016,10,81,0,0,9
255,uru014,23,60,0,0,8
255,mar016,5,52,0,1,4
255,gha012,37,69,1,1,4
255,sco015,13,44,0,1,4
256,pol013,11,55,1,0,7
256,nor009,15,73,1,1,6
257,fra030,29,78,1,0,6
257,bra026,34,70,1,1,4
257,nor010,9,73,0,1,9
257,ger040,14,67,0,1,9
258,ecu015,40,74,1,0,4
258,uru015,29,77,0,0,4
258,jap017,39,80,1,1,6
258,hun012,27,70,0,1,7
258,arg021,22,81,0,0,6
259,bel011,11,77,0,1,6
259,jap018,15,51,0,1,9
259,nor011,18,76,0,1,8
260,nor012,21,83,1,1,7
260,chi011,36,75,0,0,5
260,cmr017,0,45,0,0,8
260,mar017,13,54,0,1,8
261,sen012,20,54,0,1,9
261,mar018,2,80,0,0,4
261,gha013,24,72,0,0,8
261,fra031,44,76,1,1,4
261,srb011,36,82,1,1,7
262,col012,23,55,0,0,4
262,ger041,14,51,1,1,4
262,kor009,1,44,1,0,8
262,ecu016,29,71,1,0,6
263,col013,20,90,0,0,6
263,srb012,43,88,0,1,6
264,sco016,0,62,1,0,7
264,hun013,6,79,1,0,6
264,arg022,31,78,1,0,6
264,can014,39,85,1,1,5
264,srb013,21,53,1,0,6
265,wal012,41,90,1,1,4
265,svk014,31,84,0,1,8
265,fra032,30,75,1,0,4
265,bel012,3,47,0,1,7
265,col014,15,83,0,0,4
265,aut020,41,72,0,0,8
265,jap019,36,72,0,0,4
266,pol014,7,44,1,1,8
266,cmr018,33,90,1,0,6
266,esp027,40,90,1,1,4
267,svk015,34,87,0,1,9
267,wal013,26,81,0,1,5
268,can015,6,55,1,0,9
268,swe017,7,78,1,0,9
268,bur012,34,71,0,0,5
269,mne010,18,82,1,1,7
269,chi012,10,60,0,0,9
269,tur012,37,88,0,1,8
269,swe018,29,60,1,1,8
269,jap020,16,70,0,0,9
270,nor013,6,80,1,1,8
271,uru016,7,48,0,1,9
271,gha014,21,75,0,0,6
271,hun014,41,76,1,1,7
272,den017,20,74,0,0,4
272,aut021,34,83,0,0,7
272,srb014,34,68,0,1,4
273,sui012,0,51,1,0,8
273,ger042,11,76,1,0,4
273,kor010,27,65,0,1,5
274,nor014,21,83,0,0,8
274,mar019,31,62,1,0,5
275,ita022,29,81,0,0,5
275,ukr018,42,72,1,1,5
275,col015,5,80,1,1,5
275,gha015,28,83,1,1,6
276,sui013,40,70,0,0,6
276,tur013,27,68,0,0,4
276,col016,10,64,1,0,4
276,sen013,4,85,0,1,5
278,ukr019,18,74,0,0,6
278,bel013,31,67,0,1,8
278,cmr019,16,57,1,0,7
278,srb015,18,70,0,1,7
278,sco017,22,67,0,0,6
279,svk016,15,81,1,0,5
279,esp028,10,72,0,0,8
279,swe019,16,52,0,0,8
280,tur014,6,52,1,0,5
281,nor015,25,72,1,1,7
281,sco018,37,85,1,0,8
281,svk017,6,46,0,1,5
282,col017,11,43,1,1,4
282,egy008,28,70,0,1,9
282,ukr020,27,67,1,0,9
283,tur015,14,65,0,1,4
283,tur016,39,73,0,0,9
283,nor016,27,84,0,0,9
283,svk018,11,79,1,1,7
284,ned024,2,50,1,0,6
284,bur013,27,75,0,0,6
284,kor011,4,79,0,1,6
284,egy009,20,57,1,1,5
284,ned025,12,76,1,0,4
284,sco019,13,44,0,0,9
284,eng056,41,80,1,0,6
284,chi013,32,62,1,0,7
285,can016,7,49,1,1,9
286,hun015,4,88,0,0,9
286,slo015,34,84,0,0,4
286,svk019,8,89,0,0,7
286,col018,20,90,0,1,4
287,den018,27,59,1,0,4
287,den019,30,60,0,1,5
287,cro019,5,75,1,1,9
288,sen014,5,79,0,1,8
288,ita023,31,89,0,1,8
291,aut022,35,71,1,1,7
291,bur014,36,77,1,0,7
291,bra027,20,70,0,1,7
292,srb016,23,71,0,1,9
292,por024,18,86,1,1,9
293,bra028,3,76,0,0,4
293,ecu017,0,57,1,1,5
293,ger043,38,69,1,1,7
294,nor017,15,80,0,1,7
294,ger044,38,80,1,0,5
294,arg023,5,36,0,1,6
295,slo016,44,82,1,1,5
295,mne011,22,69,1,0,8
295,mar020,17,70,0,1,6
295,bur015,6,71,1,0,8
295,can017,22,73,1,0,7
296,egy010,26,59,0,0,7
296,swe020,4,64,1,0,9
296,svk020,37,75,0,0,8
297,sui014,26,84,0,1,6
297,ita024,37,74,1,1,7
297,ita025,14,48,1,0,7
297,esp029,44,79,0,1,6
297,hun016,18,88,1,1,6
298,col019,41,81,1,0,7
298,mne012,15,45,0,0,4
298,swe021,37,85,0,0,7
299,chi014,16,59,0,1,5
299,cro020,34,68,1,0,9
300,cmr020,26,86,1,1,6
300,tur017,25,69,0,0,4
301,sen015,27,78,1,1,5
301,mne013,40,75,0,0,6
301,pol015,15,76,1,0,4
303,tur018,2,61,0,0,5
303,bur016,8,51,0,1,4
304,svk021,12,48,0,0,7
304,uru017,29,73,1,1,5
304,sen016,21,54,0,1,5
304,mar021,6,73,0,1,7
304,can018,1,43,0,0,7
304,egy011,18,83,1,0,8
304,cro021,28,87,1,0,4
305,sui015,10,57,1,1,9
305,hun017,10,80,0,1,4
306,pol016,34,71,0,1,4
306,col020,11,78,1,1,8
306,sco020,38,69,0,1,5
307,ger045,32,66,0,1,7
307,jap021,35,76,1,0,7
307,eng057,34,71,1,1,8
307,fra033,31,75,1,1,8
307,cro022,17,67,0,0,4
308,por025,26,77,1,1,9
309,bel014,42,80,1,0,5
309,ecu018,38,86,1,0,6
309,bel015,39,90,1,0,5
310,mar022,20,84,1,1,6
310,ned026,18,83,1,0,4
310,esp030,41,74,0,1,7
310,por026,41,86,0,1,8
311,bur017,8,48,1,1,6
311,fra034,22,78,0,0,9
311,wal014,15,47,0,0,6
312,ecu019,22,69,1,0,8
313,srb017,32,79,1,0,9
314,can019,13,67,1,1,9
314,svk022,13,60,1,0,7
314,bur018,3,59,1,1,6
315,can020,27,84,0,0,5
315,srb018,10,51,1,0,6
315,egy012,25,83,1,1,7
315,sui016,13,72,0,0,6
316,sen017,34,90,0,1,9
316,mar023,4,36,1,1,9
316,jap022,14,69,0,0,9
316,eng058,19,78,1,1,4
316,col021,16,48,1,1,6
316,cmr021,39,81,1,1,4
317,ger046,40,76,1,0,5
317,por027,18,78,0,0,5
317,can021,8,50,1,1,7
317,cmr022,14,70,1,0,9
317,ukr021,26,73,1,1,4
317,nor018,34,78,1,1,7
